,Domain name,MBFC1,MBFC2,MBFC ranking,Global,W,Misinfo,Get fact-checks for:
1074,sciencevibe.com,mixed,CP,L,"3,073,799",,-0.23,Science Vibe
1075,sckansasnews.com,mixed,FN,L,"20,000,000",W,,SC Kansas News
1076,scminnesotanews.com,mixed,FN,L,"20,000,000",W,-0.95,SC Minnesota News
1077,sealaskanews.com,mixed,FN,L,"20,000,000",W,-0.36,SE Alaska News
1078,searizonanews.com,mixed,FN,L,"20,000,000",W,-0.36,SE Arizona News
1079,seatlantanews.com,mixed,FN,L,"20,000,000",W,-0.36,SE Atlanta News
1080,sebluegrassnews.com,mixed,FN,L,"20,000,000",W,-0.95,SE Bluegrass News
1081,secoloradonews.com,mixed,FN,L,"20,000,000",W,-0.36,SE Colorado News
1082,secondamendmentdaily.com,low,FN,L,"5,150,454",,0,2nd Amendment Daily News
1083,seconnnews.com,mixed,FN,L,"20,000,000",W,-0.36,SE Connecticut News
1084,secureamericanow.org,mixed,FN,L,"2,588,160",W,-0.01,Secure America Now
1085,sedenvernews.com,mixed,FN,L,"20,000,000",W,-0.36,SE Denver News
1086,segrandrapids.com,mixed,FN,L,"7,162,725",W,-0.95,SE Grand Rapids News
1087,seillinoisnews.com,mixed,FN,L,"7,878,026",,-0.36,SE Illinois News
1088,seindiananews.com,mixed,FN,L,"20,000,000",W,-0.36,SE Indiana News
1089,seiowanews.com,mixed,FN,L,"20,000,000",W,-0.95,SE Iowa News
1090,sekansasnews.com,mixed,FN,L,"20,000,000",W,,SE Kansas News
1091,sekentuckynews.com,mixed,FN,L,"20,000,000",W,-0.95,SE Kentucky News
1092,selatimes.com,mixed,FN,L,"20,000,000",W,-0.36,SE LA Times
1093,seminnesotanews.com,mixed,FN,L,"20,000,000",W,-0.95,SE Minnesota News
1094,seoaklandnews.com,mixed,FN,L,"7,296,117",W,-0.95,SE Oakland News
1095,setwincities.com,mixed,FN,L,"20,000,000",W,-0.95,SE Twin Cities
1096,sfvtoday.com,mixed,FN,L,"20,000,000",W,-0.36,SFV Today
1097,sgtreport.com,low,CP,L,"77,805",,0.3,SGT Report
1098,sgvstandard.com,mixed,FN,L,"20,000,000",W,-0.36,SGV Standard
1099,shafaq.com,mixed,FN,L,"24,128",,0.6,Shafaq News
1100,sheepkillers.com,low,CP,L,"20,000,000",,-1,Sheep Killers
1101,shelbyreview.com,mixed,FN,L,"20,000,000",W,-0.95,Shelby Review
1102,shiawasseetimes.com,mixed,FN,L,"20,000,000",W,-0.95,Shiawassee Times
1103,shoalstoday.com,mixed,FN,L,"20,000,000",W,-0.36,Shoals Today
1104,shoebat.com,low,CP,L,"1,840,925",W,-0.8,Shoebat
1105,shreveportreporter.com,mixed,FN,L,"20,000,000",W,-0.95,Shreveport Reporter
1106,shtfplan.com,low,FN,L,"211,595",,-0.32,SHTFplan.com
1107,sickchirpse.com,very-low,FN,L,"176,295",,-0.72,Sick Chirpse
1108,silnews.com,mixed,FN,L,"20,000,000",W,-0.36,Southern Illinois News
1109,siouxcitytimes.com,mixed,FN,L,"20,000,000",W,-0.95,Sioux City Times
1110,skepticink.com,mixed,FN,L,"2,663,967",,0.07,Skeptic Ink
1111,skeptiko.com,very-low,CP,L,"1,555,371",,-0.59,Skeptiko
1112,sloreporter.com,mixed,FN,L,"20,000,000",W,-0.36,SLO Reporter
1113,smobserved.com,low,FN,L,"173,007",,0,Santa Monica Observer
1114,snanews.de,very-low,FN,L,"180,031",W,-0.44,Sputnik Germany
1115,snopes.news,very-low,CP,L,"7,549,200",,-0.5,Snopes News
1116,sohu.com,mixed,FN,L,46,W,0.14,sohu.com
1117,solanosun.com,mixed,FN,L,"20,000,000",W,-0.36,Solano Sun
1118,sonsoflibertymedia.com,low,FN,L,"691,646",,,Sons of Liberty Media
1119,sott.net,low,CP,L,"63,142",,-0.8,Signs of the Times
1120,southafricatoday.net,mixed,FN,L,"487,552",,0,South Africa Today
1121,southalabamatimes.com,mixed,FN,L,"20,000,000",W,-0.36,South Alabama Times
1122,southalamedanews.com,mixed,FN,L,"20,000,000",W,-0.36,South Alameda News
1123,southatlantanews.com,mixed,FN,L,"20,000,000",W,-0.36,South Atlanta News
1124,southbayleader.com,mixed,FN,L,"20,000,000",W,-0.36,South Bay Leader
1125,southbaysdnews.com,mixed,FN,L,"20,000,000",W,-0.36,South Bay SD News
1126,southbendtimes.com,mixed,FN,L,"20,000,000",W,-0.36,South Bend Times
1127,southbirminghamtimes.com,mixed,FN,L,"20,000,000",W,-0.36,South Birmingham Times
1128,southbrowardnews.com,mixed,FN,L,"8,209,235",W,-0.36,South Broward News
1129,southcentralreporter.com,mixed,FN,L,"20,000,000",W,-0.36,South Central Reporter
1130,southcooknews.com,mixed,FN,L,"5,991,021",W,-0.36,South Cook News
1131,southdsmnews.com,mixed,FN,L,"20,000,000",W,-0.95,South DSM News
1132,southernindianatoday.com,mixed,FN,L,"20,000,000",W,-0.36,Southern Indiana Today
1133,southfront.org,low,CP,L,"27,805",,0.14,South Front
1134,southfultontoday.com,mixed,FN,L,"20,000,000",W,-0.36,South Fulton Today
1135,southgeorgiatimes.com,mixed,FN,L,"20,000,000",W,-0.36,South Georgia Times
1136,southgwinnettnews.com,mixed,FN,L,"20,000,000",W,-0.36,South Gwinnett News
1137,southhennepinnews.com,mixed,FN,L,"20,000,000",W,-0.95,South Hennepin News
1138,southindynews.com,mixed,FN,L,"20,000,000",W,-0.36,South Indy News
1139,southiowanews.com,mixed,FN,L,"20,000,000",W,-0.95,South Iowa News
1140,southjeffconews.com,mixed,FN,L,"20,000,000",W,-0.36,South Jefferson County News
1141,southkentnews.com,mixed,FN,L,"20,000,000",W,-0.95,South Kent news
1142,southlaketoday.com,mixed,FN,L,"20,000,000",W,-0.36,Sotuh Lake Today
1143,southlouisiananews.com,mixed,FN,L,"20,000,000",W,-0.95,South Louisiana News
1144,southmainenews.com,mixed,FN,L,"20,000,000",W,-0.95,South Maine News
1145,southmianews.com,mixed,FN,L,"20,000,000",W,-0.36,South Miami-Dade News
1146,southmichigannews.com,mixed,FN,L,"20,000,000",W,-0.95,South Michigan News
1147,southnewcastlenews.com,mixed,FN,L,"20,000,000",W,-0.36,South News Castle News
1148,southoctimes.com,mixed,FN,L,"20,000,000",W,-0.36,South OC Times
1149,southorlandonews.com,mixed,FN,L,"20,000,000",W,-0.36,South Orlando News
1150,southpalmbeachtoday.com,mixed,FN,L,"20,000,000",W,-0.36,South Palm Beach Today
1151,southpimanews.com,mixed,FN,L,"20,000,000",W,,South Pima News
1152,southpinellastimes.com,mixed,FN,L,"20,000,000",W,-0.36,South Pinellas Times
1153,southsactoday.com,mixed,FN,L,"20,000,000",W,-0.36,South Sacramento Today
1154,southsfbaynews.com,mixed,FN,L,"20,000,000",W,-0.36,South SF Bay News
1155,southsfvtoday.com,mixed,FN,L,"20,000,000",W,-0.36,South SFV Today
1156,southsgvnews.com,mixed,FN,L,"20,000,000",W,-0.36,South SGV News
1157,southwichitanews.com,mixed,FN,L,"20,000,000",W,,South Wichita News
1158,space.news,very-low,CP,L,"20,000,000",W,0,Space News
1159,speech-point.com,low,FN,L,"20,000,000",,-0.6,Speech Point
1160,speisa.com,low,FN,L,"20,000,000",,-0.58,Speisa
1161,springfieldcitywire.com,mixed,FN,L,"20,000,000",W,,Springfield City Wire
1162,springstimes.com,mixed,FN,L,"20,000,000",W,-0.36,Springs Times
1163,sputniknews.com,very-low,FN,L,"9,217",W,-0.11,Sputnik
1164,squawker.org,low,FN,L,"8,034,450",,0,Squawker
1165,stanislausnews.com,mixed,FN,L,"20,000,000",W,-0.36,Stanislaus News
1166,staresattheworld.com,low,FN,L,"20,000,000",,0,Stares at the World
1167,stateofthenation.co,low,FN,L,"108,240",,0,State of the Nation
1168,stateofthenation2012.com,low,FN,L,"979,237",,-0.93,State of the Nation 2012
1169,stclairtoday.com,mixed,FN,L,"4,350,862",W,-0.95,St. Clair Today
1170,stcloudsun.com,mixed,FN,L,"20,000,000",W,-0.95,St. Cloud Sun
1171,steadfastandloyal.com,mixed,FN,L,"7,172,204",,-1,Steadfast and Loyal
1172,steadfastclash.com,mixed,FN,L,"829,377",,,Steadfast Clash
1173,steadfastdaily.com,mixed,FN,L,"893,223",,0,Steadfast Daily
1174,stillnessinthestorm.com,low,CP,L,"406,749",,0,Stillness in the Storm
1175,stjoebentonharbor.com,mixed,FN,L,"20,000,000",W,-0.95,St. Joe-Benton Harbor News
1176,stonecoldtruth.com,low,FN,L,"20,000,000",,0.2,Stone Cold Truth
1177,stoppingsocialism.com,mixed,FN,L,"2,994,782",,0,Stopping Socialism
1178,stormcloudsgathering.com,low,CP,L,"3,807,571",,-0.44,Storm Clouds Gathering
1179,stormer-daily.rw,very-low,FN,L,"120,193",W,0.6,Daily Stormer
1180,stormfront.org,very-low,CP,L,"91,987",W,-0.37,Stormfront
1181,stpaulreporter.com,mixed,FN,L,"20,000,000",W,-0.95,St. Paul Reporter
1182,stpetestandard.com,mixed,FN,L,"20,000,000",W,-0.36,St. Pete Standard
1183,strategic-culture.org,very-low,FN,L,"139,678",,0.2,Strategic Culture Foundation
1184,stream.org,mixed,CP,L,"169,608",,0,The Stream
1185,studionewsnetwork.com,mixed,FN,L,"20,000,000",,0,Studio News Network
1186,sturgiscoldwaternews.com,mixed,FN,L,"7,788,229",W,-0.95,Sturgis-Coldwater News
1187,subjectpolitics.com,low,FN,L,"20,000,000",,-0.84,Subject Politics
1188,summit.news,low,FN,L,"80,556",,-0.9,Summit News
1189,sumtertimes.com,mixed,FN,L,"20,000,000",W,-0.36,Sumter Times
1190,sunflowerstatenews.com,mixed,FN,L,"20,000,000",W,,Sunflower State News
1191,sunshinesentinel.com,mixed,FN,L,"8,427,908",W,-0.36,Sunshine Sentinel
1192,supplementreference.com,very-low,CP,L,"9,207,654",,0.2,SupplementReference.com
1193,supportisraelnow.com,low,FN,L,"20,000,000",,-0.6,Support Israel Now
1194,survivalblog.com,low,FN,L,"582,164",W,0.78,SurvivalBlog.com
1195,sussexreview.com,mixed,FN,L,"20,000,000",W,-0.36,Sussex Review
1196,sustainablepulse.com,low,CP,L,"2,814,198",,0.34,Sustainable Pulse
1197,swalaskanews.com,mixed,FN,L,"7,231,583",W,-0.36,SW Alaska News
1198,swampdrain.com,low,FN,L,"20,000,000",,0,SwampDrain.com
1199,swarajyamag.com,low,FN,L,"39,859",W,-0.8,Swarajya
1200,swarizonanews.com,mixed,FN,L,"20,000,000",W,-0.36,SW Arizona News
1201,swarkansastimes.com,mixed,FN,L,"20,000,000",W,-0.36,SW Arkansas Times
1202,swbluegrassnews.com,mixed,FN,L,"20,000,000",W,-0.95,SW Bluegrass News
1203,swcoloradonews.com,mixed,FN,L,"20,000,000",W,-0.36,SW Colorado News
1204,swconnnews.com,mixed,FN,L,"20,000,000",W,-0.36,SW Connecticut News
1205,swgeorgianews.com,mixed,FN,L,"20,000,000",W,-0.36,SW Georgia News
1206,swillinoisnews.com,mixed,FN,L,"4,571,875",W,-0.36,South West Illinois News
1207,swindiananews.com,mixed,FN,L,"20,000,000",W,-0.36,SW Indiana News
1208,swiowatimes.com,mixed,FN,L,"20,000,000",W,-0.95,SW Iowa Times
1209,swkansasnews.com,mixed,FN,L,"20,000,000",W,,SW Kansas News
1210,swlouisiananews.com,mixed,FN,L,"20,000,000",W,-0.95,SW Louisiana News
1211,swminnesotatoday.com,mixed,FN,L,"20,000,000",W,-0.95,SW Minnesota Today
1212,swprs.org,mixed,CP,L,"525,191",W,0,Swiss Policy Research
1213,swriversidenews.com,mixed,FN,L,"20,000,000",W,-0.36,SW Riverside News
1214,swvalleytimes.com,mixed,FN,L,"20,000,000",W,-0.36,SW Valley Times
1215,syriana-analysis.com,mixed,FN,L,"4,951,629",,0,Syriana Analysis
1216,syrianews.cc,low,FN,L,"1,416,560",,0,Syria News
1217,takimag.com,low,FN,L,"136,373",W,-0.32,Taki's Magazine
1218,talknetwork.com,very-low,CP,L,"8,931,485",,0,Talk Network
1219,tallahasseesun.com,mixed,FN,L,"7,201,692",W,-0.36,Tallahassee Sun
1220,tamparepublic.com,mixed,FN,L,"20,000,000",W,-0.36,Tampa Republic
1221,tashnews.com,low,FN,L,"20,000,000",,-0.6,TashNews
1222,tasnimnews.com,mixed,FN,L,"1,791",W,0,Tasnim News Agency
1223,tass.com,mixed,FN,L,"8,065",W,0.14,TASS Russian News Agency
1224,tbdailynews.com,mixed,FN,L,"228,341",,0,TB Daily News
1225,tdnewswire.com,very-low,FN,L,"20,000,000",,-1,TD Newswire
1226,tdtalliance.com,low,FN,L,"20,000,000",,-0.65,TDT Alliance
1227,teaparty.org,low,FN,L,"2,778,229",,-0.72,Tea Party
1228,teapartypatriots.org,mixed,FN,L,"287,248",W,0.04,Tea Party Patriots
1229,technocracy.news,very-low,CP,L,"188,421",,-1,Technocracy News
1230,techstartups.com,mixed,FN,L,"472,260",,0,Tech Startups
1231,tehrantimes.com,mixed,FN,L,"64,120",W,0.13,The Tehran Times
1232,telesurenglish.net,mixed,FN,L,"174,673",,0,teleSUR
1233,tfp.org,low,FN,L,"305,735",W,0.16,"American Society for the Defense of Tradition, Family, and Property"
1234,thealternativedaily.com,low,CP,L,"162,377",,-0.3,Alternative Daily
1235,theamericanmirror.com,low,FN,L,"3,405,792",,-0.86,The American Mirror
1236,theautomaticearth.com,low,CP,L,"225,024",,-0.46,The Automatic Earth
1237,thebeardedpatriot.com,low,FN,L,"1,170,617",,0,The Bearded Patriot
1238,thebeltwayreport.com,mixed,FN,L,"174,740",,0,The Beltway Report
1239,thebl.com,mixed,FN,L,"852,053",,-0.22,TheBL
1240,theblacksphere.net,mixed,FN,L,"1,035,358",,-0.51,The Blacksphere
1241,theblaze.com,mixed,FN,L,"7,682",W,-0.4,The Blaze
1242,thebluestateconservative.com,low,FN,L,"208,272",,,The Blue State Conservative
1243,thebreakingnews.com,low,FN,L,"4,385,582",,0.2,The Breaking News
1244,thecoloradoherald.com,low,FN,L,"20,000,000",,-0.6,The Colorado Herald
1245,thecommonsenseshow.com,very-low,CP,L,"326,329",,-0.92,The Common Sense Show
1246,theconservativebrief.com,mixed,FN,L,"438,220",,0,The Conservative Brief
1247,theconservativecentral.com,low,FN,L,"20,000,000",,0,The Conservative Central
1248,theconservativetreehouse.com,low,FN,L,"28,094",,-0.79,The Last Refuge
1249,thecountersignal.com,mixed,FN,L,"141,327",,0.6,The Counter Signal
1250,thecovidworld.com,very-low,FN,L,"9,352,917",,-0.14,The Covid World
1251,thedailybell.com,low,FN,L,"695,485",,0.46,The Daily Bell
1252,thedailycheck.net,mixed,CP,L,"5,911,318",,0,The Daily Check
1253,thedailyconspiracy.com,low,CP,L,"20,000,000",,0,The Daily Conspiracy
1254,thedailysheeple.com,low,CP,L,"3,382,997",,-0.3,The Daily Sheeple
1255,thedcpatriot.com,low,FN,L,"966,781",,-1,The DC Patriot
1256,thedesertreview.com,mixed,FN,L,"480,201",,0.16,The Desert Review
1257,theduran.com,low,FN,L,"107,237",,-0.4,The Duran
1258,theepochtimes.com,mixed,FN,L,"2,571",W,0.1,The Epoch Times
1259,theeventchronicle.com,low,CP,L,"390,311",,-0.62,The Event Chronicle
1260,theexpose.uk,very-low,CP,L,"20,000,000",,0.6,The Daily Expose
1261,thefederalist.com,mixed,FN,L,"21,522",W,-0.46,The Federalist
1262,thefederalistpapers.org,low,FN,L,"141,914",,-0.7,The Federalist Papers Project
1263,theforbiddenknowledge.com,low,CP,L,"8,015,077",,-0.09,The Forbidden Knowledge
1264,thefreedomtimes.com,low,FN,L,"7,116,141",,0,The Freedom Times
1265,thefreethoughtproject.com,low,CP,L,"361,390",,-0.5,Free Thought Project
1266,thefrisky.com,mixed,FN,L,"63,664",,0.23,The Frisky
1267,thefullertoninformer.com,very-low,CP,L,"5,938,206",,,The Fullerton Informer
1268,thegatewaypundit.com,very-low,FN,L,"2,182",W,-0.88,The Gateway Pundit
1269,thegoldwater.com,low,FN,L,"2,452,678",,-0.18,The Goldwater
1270,thegoptimes.com,mixed,FN,L,"414,568",,,The GOP Times
1271,thegrayzone.com,mixed,FN,L,"74,331",,0,The Grayzone
1272,thehealthyamerican.org,very-low,CP,L,"1,261,763",,0,The Healthy American
1273,thehighwire.com,low,CP,L,"78,562",,0,The Highwire
1274,thehornnews.com,low,FN,L,"169,168",,0.54,The Horn
1275,theirishsentinel.com,very-low,CP,L,"1,853,638",,-0.6,Irish Sentinel
1276,thejeffreylord.com,mixed,FN,L,"3,638,259",W,0.3,Jeffrey Lord
1277,thejewishvoice.com,mixed,FN,L,"604,122",W,,The Jewish Voice
1278,thelaughclub.net,low,FN,L,"1,958,675",,-1,The Laugh Club
1279,thelibertybeacon.com,low,CP,L,"552,890",,-0.8,The Liberty Beacon
1280,thelibertydaily.com,mixed,FN,L,"17,635",,0.16,The Liberty Daily
1281,thelibertyloft.com,mixed,FN,L,"557,328",,-0.22,The Liberty Loft
1282,thelibertyrevolution.com,low,FN,L,"399,396",,,The Liberty Revolution
1283,themillenniumreport.com,low,FN,L,"425,119",,-1,The Millennium Report
1284,themindunleashed.com,low,CP,L,"366,151",,-0.99,The Mind Unleashed
1285,thenational.ae,mixed,FN,L,"6,303,068",W,0.19,The National
1286,thenationalpatriot.com,low,FN,L,"20,000,000",,0,The National Patriot
1287,thenationalpulse.com,mixed,FN,L,"121,249",,0.16,The National Pulse
1288,thepatriotjournal.com,mixed,FN,L,"78,828",,0.02,Patriot Journal
1289,thepatriotnation.net,low,FN,L,"540,105",,-0.6,The Patriot Nation
1290,thepolitics.online,low,FN,L,"20,000,000",,-0.6,The Politics Online
1291,theproudliberal.org,mixed,FN,L,"2,412,904",,0,The Proud Liberal
1292,thepublicdiscourse.com,low,FN,L,"278,817",W,0.26,Witherspoon Institute
1293,thepulse.one,low,CP,L,"503,814",,,The Pulse
1294,thepuristonline.com,low,CP,L,"1,026,444",,,The Purist
1295,theragingpatriot.org,low,FN,L,"20,000,000",,,The Raging Patriot
1296,theredelephants.com,very-low,FN,L,"6,263,615",,0,The Red Elephants
1297,theregionnews.com,mixed,FN,L,"20,000,000",W,-0.36,The Region News
1298,thereligionofpeace.com,low,FN,L,"414,326",,0.28,The Religion of Peace
1299,therightists.com,low,FN,L,"20,000,000",,-0.62,The Rightists
1300,therightscoop.com,mixed,FN,L,"70,008",,-0.52,The Right Scoop
1301,therightstuff.biz,very-low,FN,L,"149,211",,-0.2,The Right Stuff
1302,therundownlive.com,low,CP,L,"4,779,571",,-1,The Rundown Live
1303,thescoop.us,mixed,FN,L,"2,564,514",,0,The Scoop
1304,thespectator.info,very-low,FN,L,"3,105,273",,1,TheSpectator.info
1305,thetruedefender.com,low,FN,L,"1,290,123",,-0.28,The True Defender
1306,thetruereporter.com,low,FN,L,"3,796,815",,-1,The True Reporter
1307,thetrumpet.com,mixed,CP,L,"197,382",,0.03,The Trumpet
1308,thetruthaboutcancer.com,low,CP,L,"236,996",,-0.71,The Truth about Cancer
1309,thetruthseeker.co.uk,low,CP,L,"11,939",,-0.76,The Truth Seeker
1310,thetruthvoice.net,low,FN,L,"20,000,000",,-0.6,The Truth Voice
1311,theunionjournal.com,low,FN,L,"1,322,029",,0,The Union Journal
1312,thevaccinereaction.org,low,CP,L,"868,271",,-0.6,The Vaccine Reaction
1313,thewashingtonstandard.com,low,FN,L,"328,107",,-1,The Washington Standard
1314,thieme.de,mixed,CP,L,"33,188",,0.2,Homeopathy Journal
1315,thinkamericana.com,low,FN,L,"403,234",,-1,Think Americana
1316,thinkinghumanity.com,low,CP,L,"1,228,941",,0.56,Thinking Humanity
1317,thinkingmomsrevolution.com,low,CP,L,"9,066,843",,-0.64,Thinking Mom's Revolution
1318,thoughtcrimeradio.net,very-low,CP,L,"1,255,272",,0,Thought Crime Radio
1319,thriveglobal.com,mixed,CP,L,"47,436",,0.16,Thrive Global
1320,thrivemovement.com,low,CP,L,"1,340,483",,0.76,Thrive Movement
1321,thumbreporter.com,mixed,FN,L,"20,000,000",W,-0.95,Thumb Reporter
1322,toddstarnes.com,mixed,FN,L,"134,597",W,0.01,Todd Starnes
1323,toofab.com,mixed,FN,L,"20,465",,0.14,TooFab
1324,topekasun.com,mixed,FN,L,"20,000,000",W,,Topeka Sun
1325,torontotoday.net,low,FN,L,"20,000,000",,-1,Toronto Today
1326,tplnews.com,mixed,FN,L,"20,000,000",,-0.07,TPL News
1327,tpusa.com,low,FN,L,"261,183",W,-0.44,Turning Point USA
1328,treason.news,very-low,CP,L,"7,845,438",,0.6,Treason News
1329,treasurecoastsun.com,mixed,FN,L,"20,000,000",W,-0.36,Treasure Coast Sun
1330,treasurevalleytimes.com,mixed,FN,L,"20,000,000",W,-0.36,Treasure Valley Times
1331,trendingpolitics.com,low,FN,L,"112,530",,0.16,Trending Politics
1332,trialsitenews.com,mixed,CP,L,"301,297",,0.16,TrialSite News
1333,tricitysun.com,mixed,FN,L,"9,293,009",W,-0.95,Tri-City Sun
1334,triggerreset.net,low,FN,L,"20,000,000",,0,Trigger Reset
1335,trueactivist.com,low,FN,L,"535,480",,-0.3,Center for Immigration Studies
1336,truepundit.com,low,CP,L,"1,359,909",,-0.99,True Pundit
1337,trueviralnews.com,very-low,FN,L,"1,912,438",,0,True Viral News
1338,trump.news,low,FN,L,"3,916,880",W,0.22,Trump.news
1339,trumpstudents.org,mixed,FN,L,"20,000,000",,0,Students for Trump
1340,trumptrainnews.com,mixed,FN,L,"180,992",,0.16,Trump Train News
1341,trunews.com,low,CP,L,"193,249",W,0.28,TruNews
1342,truth11.com,very-low,CP,L,"467,961",,-0.54,Truth11.com
1343,truthandaction.org,low,FN,L,"2,053,048",,-0.95,Truth and Action
1344,truthinmedia.com,low,FN,L,"7,902,580",W,0.24,Truth in Media
1345,truthmonitor.com,low,FN,L,"20,000,000",,0,Truth Monitor
1346,truthpress.com,low,FN,L,"78,545",,0.6,Truth Press
1347,truthuncensored.net,low,FN,L,"4,042,004",,0,Truth Uncensored
1348,tucsonstandard.com,mixed,FN,L,"20,000,000",W,-0.36,Tucson Standard
1349,tularetimes.com,mixed,FN,L,"20,000,000",W,-0.36,Tulare Times
1350,tuscaloosaleader.com,mixed,FN,L,"20,000,000",W,-0.36,Tuscaloosa Leader
1351,twisted.news,very-low,CP,L,"7,400,290",W,0,Twisted News
1352,ukcolumn.org,low,CP,L,"103,630",,0.28,UK Column
1353,unclesamsmisguidedchildren.com,low,FN,L,"3,774,205",,-0.5,Uncle Sam's Misguided Children
1354,uncoverdc.com,low,FN,L,"149,130",,-0.59,UncoverDC
1355,understandingthethreat.com,low,FN,L,"4,983,700",,-0.16,Understanding the threat
1356,uniteamericafirst.com,low,FN,L,"4,323,194",,0,Unite America First
1357,unmuzzlednews.com,mixed,FN,L,"314,044",,,Unmuzzled News
1358,unz.com,low,FN,L,"35,996",W,-0.29,The Unz Review
1359,upgazette.com,mixed,FN,L,"7,163,071",W,-0.95,UP Gazette
1360,upperdeltanews.com,mixed,FN,L,"20,000,000",W,,Upper Delta News
1361,us24news.com,low,FN,L,"4,236,697",,0,24 News
1362,usacrime.com/hoodsite,mixed,FN,L,"58,533",,,USA Crime: Hoodsite
1363,usadailyreview.com,very-low,FN,L,"20,000,000",,-1,USA Daily Review
1364,usahitman.com,low,CP,L,"4,721,088",,-0.47,USA Hitman
1365,usaisonline.com,very-low,FN,L,"20,000,000",,0,USA is Online
1366,usareally.com,very-low,FN,L,"9,152,071",,0,USA Really
1367,usasupreme.com,very-low,FN,L,"343,855",,-0.76,USA Supreme
1368,usawatchdog.com,low,CP,L,"65,571",,-0.2,USAWatchdog.com
1369,usbacklash.org,very-low,FN,L,"7,986,079",,0,US Backlash
1370,uschronicle.com,low,FN,L,"20,000,000",,-1,US Chronicle
1371,uslibertywire.com,low,FN,L,"20,000,000",,0,US Liberty Wire
1372,ussanews.com,low,FN,L,"152,956",,0.02,USSA News
1373,vaccineimpact.com,very-low,CP,L,"344,484",,0,Vaccine Impact
1374,vaccinepapers.org,low,CP,L,"3,883,503",,0,Vaccine Papers
1375,vaccines.news,very-low,CP,L,"904,666",W,0,Vaccine News
1376,vaccinesafety.info,very-low,CP,L,"4,806,259",,,Vaccine Safety Info
1377,vaccinesrevealed.com,very-low,CP,L,"20,000,000",,-1,Vaccines Revealed
1378,vactruth.com,low,CP,L,"2,901,406",,-0.96,VacTruth.com
1379,vancouvertimes.org,mixed,FN,L,"2,330,879",W,-0.1,Vancouver Times
1380,vaxxter.com,low,CP,L,"1,964,582",,-1,Vaxxter
1381,vdare.com,low,FN,L,"186,996",W,-0.47,Vdare
1382,verdugosnews.com,mixed,FN,L,"20,000,000",W,-0.36,Verdugos News
1383,vernoncoleman.org,very-low,CP,L,"237,942",W,,Dr Vernon Coleman
1384,veteranstoday.com,very-low,CP,L,"99,626",,-0.36,Veterans Today
1385,victorvalleytimes.com,mixed,FN,L,"20,000,000",W,-0.36,Victor Valley Times
1386,vidmax.com,low,FN,L,"28,376",,0.18,Vidmax
1387,vigilantcitizen.com,low,CP,L,"123,370",,-0.77,Vigilant Citizen
1388,viralhatch.com,low,FN,L,"3,561,749",,0,Viral Hatch
1389,viralnewsnetwork.net,low,CP,L,"2,909,795",,-1,Viral News Network
1390,visiontimes.com,mixed,FN,L,"156,067",,0.02,Vision Times
1391,votefraud.news,very-low,CP,L,"5,884,040",,0,Vote Fraud News
1392,wakeup-world.com,low,CP,L,"625,085",,0.32,Wake Up World
1393,wakingtimes.com,low,CP,L,"866,266",,-0.86,The Waking Times
1394,wallbuilders.com,low,FN,L,"373,529",W,0.48,WallBuilders
1395,warnerrobinstoday.com,mixed,FN,L,"20,000,000",W,-0.36,Warner Robins Today
1396,waronfakes.com,very-low,FN,L,"1,231,910",,0.6,War on Fakes
1397,warrensun.com,mixed,FN,L,"20,000,000",W,-0.95,The Warren Sun
1398,washingtonsources.org,mixed,FN,L,"3,931,922",,0,Washington Sources
1399,washingtontimes.com,mixed,FN,L,"23,319",W,0.08,Washington Times
1400,waterfordtoday.com,mixed,FN,L,"4,863,929",W,-0.95,Waterford Today
1401,waterlootimes.com,mixed,FN,L,"20,000,000",W,-0.95,Waterloo Times
1402,wattsupwiththat.com,low,CP,L,"68,504",W,-0.34,Watts Up with that
1403,waynedupree.com,low,FN,L,"106,647",,0,WayneDupree.com
1404,wcalabamanews.com,mixed,FN,L,"20,000,000",W,-0.36,West Central Alabama News
1405,wcgeorgianews.com,mixed,FN,L,"20,000,000",W,-0.36,WC Georgia News
1406,wcindiananews.com,mixed,FN,L,"20,000,000",W,-0.36,WC Indiana News
1407,wciowanews.com,mixed,FN,L,"20,000,000",W,-0.95,WC Iowa News
1408,wcmichigannews.com,mixed,FN,L,"20,000,000",W,-0.95,West Central Michigan News
1409,wcminnesotanews.com,mixed,FN,L,"20,000,000",W,,WC Minnesota News
1410,wearechange.org,mixed,CP,L,"394,885",,-0.06,We are Change
1411,weibo.com,mixed,FN,L,28,W,0.03,Weibo
1412,wellnessachiever.net,mixed,CP,L,"20,000,000",,0.02,Wellness Achiever
1413,welovetrump.com,very-low,FN,L,"39,013",,-0.1,We Love Trump
1414,westatlantanews.com,mixed,FN,L,"20,000,000",W,-0.36,West Atlanta News
1415,westbanklanews.com,mixed,FN,L,"20,000,000",W,-0.95,Westbank Louisiana News
1416,westcentralreporter.com,mixed,FN,L,"6,038,828",W,-0.36,West Central Reporter
1417,westcontracostanews.com,mixed,FN,L,"20,000,000",W,-0.36,West Contra Costa News
1418,westcooknews.com,mixed,FN,L,"3,054,388",W,-0.36,West Cook News
1419,westdsmnews.com,mixed,FN,L,"9,030,450",W,,West DSM News
1420,westeldoradonews.com,mixed,FN,L,"20,000,000",W,-0.36,West El Dorado News
