"order","label","id","screen_name","name","description","missing"
2315,"individual, not P.E.","1379533245998624768","NadiaSees","Fascinating Insanity","Just a cat and human watching humans fight because they prefer to be screwed over by different psychopaths instead of fighting the psychopaths, that's all.",FALSE
2315,"individual, not P.E.","1379533245998624768","scriptwatching","Don't Mind Us We're Friendly ✨","Group of free non-obeying folks using one account for good reasons. None of us will be having the vaccine or passport even if it becomes law.",FALSE
6682,"individual, not P.E.","1379750511755268096","Dv20215","Tata","",FALSE
6885,"individual, not P.E.","1379759477151256576","chak_rini_","#VoteForTMC","👉Do ☺ What 😁 Makes You
😊Happy😂
🎂My B-Day 10 August🎁
🎸Music lover💙
❤Photography💙",FALSE
6885,"individual, not P.E.","1379759477151256576","chak_rini_","Rini Chakraborty","👉Do ☺ What 😁 Makes You
😊Happy😂
🎂My B-Day 10 August🎁
🎸Music lover💙
❤Photography💙",FALSE
6885,"individual, not P.E.","1379759477151256576","Vote4TMC","#VoteForTMC","Banglar Energy Mamata Banerjee",FALSE
6885,"individual, not P.E.","1379759477151256576","Vote4TMC","#BlackDayForDemocracy","Banglar Energy Mamata Banerjee",FALSE
1966,"non-individual","1379791093269590016","HerdImmunityPH","Philippines Vaccine Tracker","Ilang porsyento na ba ng 108.7 milyong Pilipino ang nabakunahan? Sources: NTF Against COVID-19, DOH. Projected population as of July 01, 2020 (PSA, March 2021).",FALSE
1966,"non-individual","1379791093269590016","HerdImmunityPH","Philippines Vaccine Tracker","Ilang porsyento na ba ng 108.7 milyong Pilipino ang nabakunahan laban sa COVID-19? Sources: NTF Against COVID-19, DOH. Population as of 7/1/21 (PSA, Mar 2021).",FALSE
1966,"non-individual","1379791093269590016","HerdImmunityPH","Philippines Vaccine Tracker","Ilang porsyento na ba ng 108.7 milyong Pilipino ang nabakunahan laban sa COVID-19? Sources: NTF Against COVID-19, DOH. Population as of 7/1/20 (PSA, Mar 2021).",FALSE
1966,"non-individual","1379791093269590016","HerdImmunityPH","Philippines Vaccine Tracker","Ilang porsyento na ng 108.7M Pilipino ang nabakunahan laban sa COVID-19?

Sources: NTF COVID-19, DOH. Population as of Jul '20 (PSA, Mar 2021).

👉 @hacktibista",FALSE
1966,"non-individual","1379791093269590016","HerdImmunityPH","Philippines Vaccine Tracker","Ilang porsyento na ng 108.7M Pilipino ang nabakunahan laban sa COVID-19?
Source: DOH, NTF, PSA, Our World In Data.
Not affiliated w/ PH govt.
👉 @hacktibista",FALSE
1966,"non-individual","1379791093269590016","HerdImmunityPH","Philippines Vaccine Tracker","Ilang porsyento na ng 108.7M Pilipino ang nabakunahan laban sa COVID-19? Source: DOH, NTF, PSA, Our World In Data. Not affiliated w/ PH govt. 👉 @hacktibista",FALSE
1966,"non-individual","1379791093269590016","HerdImmunityPH","Philippines Vaccine Tracker","Ilang porsyento na ng 108.7M Pilipino ang nabakunahan laban sa COVID-19?

Source: DOH, NTF, PSA, Our World In Data.

Not affiliated w/ PH govt.

👉 @hacktibista",FALSE
1966,"non-individual","1379791093269590016","HerdImmunityPH","Philippines Vaccine Tracker","Ilang porsyento na ng 108.7M Pilipino ang nabakunahan laban sa COVID-19? Source: DOH, NTF, PSA, Our World In Data. Not affiliated w/ PH govt. By @hacktibista.",FALSE
1398,"non-individual","1379791093269590021","HerdImmunityPH","Philippines Vaccine Tracker","Ilang porsyento na ng 108.7M Pilipino ang nabakunahan laban sa COVID-19?

Sources: NTF COVID-19, DOH. Population as of Jul '20 (PSA, Mar 2021).

👉 @hacktibista",FALSE
1398,"non-individual","1379791093269590021","HerdImmunityPH","Philippines Vaccine Tracker","Ilang porsyento na ng 108.7M Pilipino ang nabakunahan laban sa COVID-19?
Source: DOH, NTF, PSA, Our World In Data.
Not affiliated w/ PH govt.
👉 @hacktibista",FALSE
4758,"individual, not P.E.","1379904915863134208","AndyMAGA21","ANDREW 5.0","PROUD TRUMP SUPPORTER!
Gab: @ANDREW4TRUMP",FALSE
5112,"individual, not P.E.","1380122453242826752","louissonlygf","kale","# louis love bot....she they 14",FALSE
5112,"individual, not P.E.","1380122453242826752","louissonlygf","neysa","# louis love bot....she they 14",FALSE
5112,"individual, not P.E.","1380122453242826752","louissonlygf","kale","—— she they",FALSE
5112,"individual, not P.E.","1380122453242826752","louissonlygf","kale","# Hedgehog Louis Luvr —— she  they",FALSE
5112,"individual, not P.E.","1380122453242826752","louissonlygf","kale","# louis luvr ?!. . . she they",FALSE
5112,"individual, not P.E.","1380122453242826752","louissonlygf","kale","# louis luvr . . . she they",FALSE
5112,"individual, not P.E.","1380122453242826752","louissonlygf","kale","# louis luvr ?!. . . 「 she they 」",FALSE
5112,"individual, not P.E.","1380122453242826752","louissonlygf","kale","# louis luvr ?!. . .「 she they 」",FALSE
5112,"individual, not P.E.","1380122453242826752","louissonlygf","kale","# louis luvr ?! . . .「 she they 」",FALSE
5112,"individual, not P.E.","1380122453242826752","louissonlygf","kale","# louis luvr ?!. . . 「she  they 」",FALSE
5112,"individual, not P.E.","1380122453242826752","loulorluvr","kale","# louis luvr ?! . . .「 she they 」",FALSE
5112,"individual, not P.E.","1380122453242826752","louaylorluvr","kale","# louis luvr ?! . . .「 she they 」",FALSE
1257,"individual, not P.E.","1380122453242826757","louissonlygf","kale","# louis love bot....she they 14",FALSE
3760,"non-individual","1380247123661352960","AntiLockdownAl2","Anti Lockdown Alliance (UK)","",FALSE
3506,"non-individual","1380247123661352963","AntiLockdownAl2","Anti Lockdown Alliance (UK)","",FALSE
4013,"individual, not P.E.","1380265270137257984","DeputySecState","Wendy R. Sherman","21st Deputy Secretary of State. Strong believer in principled, effective, and just public leadership. Spouse, mother, grandmother, and colleague.",FALSE
222,"individual, not P.E.","1380520902127849472","shahrza35117589","shahrzad",".",FALSE
3719,"individual, not P.E.","1380520902127849473","shahrza35117589","shahrzad",".",FALSE
4727,"non-individual","1380705665274941440","CDNVaccineCount","Canadian COVID Vaccination Progress","Bot. Canada's COVID vaccine progress. Data from @covid_canada.

Photo credit: @mufidpwt and Marco Verch (https://www.flickr.com/photos/30478819@N08/50713918708)",FALSE
4727,"non-individual","1380705665274941440","CDNVaccineCount","Canadian COVID Vaccination Progress","Canada's most important progress bar. Bot. Data pulled from @covid_canada. Photo credit: @KRLD and Marco Verch (http://flickr.com/photos/3047881…).",FALSE
4727,"non-individual","1380705665274941440","CDNVaccineCount","Canadian COVID Vaccination Progress","Bot. Data fetched from @covid_canada four times per day. Photo credit: @mufidpwt and Marco Verch (https://www.flickr.com/photos/30478819@N08/50713918708)",FALSE
4727,"non-individual","1380705665274941440","CDNVaccineCount","Canadian COVID Vaccination Progress","Bot. Data pulled from @covid_canada. Photo credit: @KRLD and Marco Verch (https://t.co/5TbxVA5qTM…). Get the facts: https://t.co/Vggx08eFzL",FALSE
4727,"non-individual","1380705665274941440","CDNVaccineCount","Canadian COVID Vaccination Progress","Canada's most important progress bar. Data pulled from @covid_canada. Photo credit: @KRLD and Marco Verch (http://flickr.com/photos/3047881…). 📊🤖",FALSE
239,"non-individual","1380705665274941442","CDNVaccineCount","Canadian COVID Vaccination Progress","Canada's most important progress bar. Data pulled from @covid_canada. Photo credit: @KRLD and Marco Verch (http://flickr.com/photos/3047881…). 📊🤖",FALSE
1537,"individual, not P.E.","1380764054780846080","Patriot16723578","Patriot","@TeamPak_Alpha",FALSE
5917,"individual, not P.E.","1380764054780846081","Patriot16723578","Patriot","@TeamPak_Alpha",FALSE
6324,"individual, not P.E.","1380795844694306816","mahdavizadeh2","MAHDAVIZADEH2","",FALSE
1669,"individual, not P.E.","1380795844694306818","mahdavizadeh2","MAHDAVIZADEH2","",FALSE
5238,"individual, not P.E.","1381023190491758592","SAORslainte","SAOR Sláinte","Grassroots resistance to medical coercion",FALSE
5238,"individual, not P.E.","1381023190491758592","SAORslainte","SAOR Sláinte","Grassroots resistance to medical coercion

Access map of businesses that will NOT require vaccine passports here! http://saorslainte.launchrock.com",FALSE
6017,"individual, not P.E.","1381023190491758597","SAORslainte","SAOR Sláinte","Grassroots resistance to medical coercion",FALSE
6815,"individual, not P.E.","1381175718684598272","BeautifulKenya6","faith mumo","433 KCPE TOP SCORER",FALSE
6815,"individual, not P.E.","1381175718684598272","curfewKE254","curfew short film","433 KCPE TOP SCORER",FALSE
4230,"individual, not P.E.","1381220087340802048","Care87185926","Care","I am a Chinese patriots.",FALSE
3186,"individual, not P.E.","1381220087340802051","Care87185926","Care","I am a Chinese patriots.",FALSE
4646,"non-individual","1381363018060161024","thisisourshotca","thisisourshotca","A collaborative effort across Canada to encourage ALL Canadians to “get their shot” #thisisourshot",FALSE
4646,"non-individual","1381363018060161024","thisisourshotca","This is Our Shot 🇨🇦","A collaborative effort across Canada to encourage ALL Canadians to “get their shot” #ThisisOurShotCA",FALSE
4646,"non-individual","1381363018060161024","thisisourshotca","This is Our Shot CA","A collaborative effort across Canada to encourage ALL Canadians to “get their shot” #thisisourshot",FALSE
4646,"non-individual","1381363018060161024","thisisourshotca","This is Our Shot 🇨🇦","A collaborative effort across Canada to encourage ALL Canadians to “get their shot” #ThisisOurShotCA          For Tshirts see website",FALSE
4646,"non-individual","1381363018060161024","thisisourshotca","This is Our Shot 🇨🇦","A collaborative effort across Canada to encourage ALL Canadians to “get their shot”.

#ThisisOurShotCA

Join the movement, get your t-shirt at https://t.co/YpZhEPT7g5!",FALSE
4646,"non-individual","1381363018060161024","thisisourshotca","This is Our Shot 🇨🇦","A collaborative effort across Canada to encourage ALL Canadians to “get their shot”. #ThisisOurShotCA

Join the movement, get your t-shirt at https://t.co/YpZhEPT7g5!",FALSE
4646,"non-individual","1381363018060161024","thisisourshotca","This is Our Shot 🇨🇦","A collaborative effort across Canada to encourage ALL Canadians to “get their shot”.

Get your shirt at http://bit.ly/thisisourshotshirt! #ThisisOurShotCA",FALSE
5810,"non-individual","1381363018060161034","thisisourshotca","thisisourshotca","A collaborative effort across Canada to encourage ALL Canadians to “get their shot” #thisisourshot",FALSE
5810,"non-individual","1381363018060161034","thisisourshotca","This is Our Shot 🇨🇦","A collaborative effort across Canada to encourage ALL Canadians to “get their shot” #ThisisOurShotCA",FALSE
5810,"non-individual","1381363018060161034","thisisourshotca","This is Our Shot CA","A collaborative effort across Canada to encourage ALL Canadians to “get their shot” #thisisourshot",FALSE
5810,"non-individual","1381363018060161034","thisisourshotca","This is Our Shot 🇨🇦","A collaborative effort across Canada to encourage ALL Canadians to “get their shot” #ThisisOurShotCA          For Tshirts see website",FALSE
5810,"non-individual","1381363018060161034","thisisourshotca","This is Our Shot 🇨🇦","A collaborative effort across Canada to encourage ALL Canadians to “get their shot”. #ThisisOurShotCA

Join the movement, get your t-shirt at https://t.co/YpZhEPT7g5!",FALSE
5810,"non-individual","1381363018060161034","thisisourshotca","This is Our Shot 🇨🇦","A collaborative effort across Canada to encourage ALL Canadians to “get their shot”.

Get your shirt at http://bit.ly/thisisourshotshirt! #ThisisOurShotCA",FALSE
360,"individual, not P.E.","1381816843598405632","Ramanuj40347559","Ramanuj Yadav","student",FALSE
360,"individual, not P.E.","1381816843598405632","Ramanuj40347559","Ramanuj Yadav","student ( *follow me to support*)
we study's unity is strength let's apply",FALSE
360,"individual, not P.E.","1381816843598405632","Ramanuj40347559","RJ Yadav","student ( *follow me to support*)
we study's unity is strength let's apply",FALSE
360,"individual, not P.E.","1381816843598405632","Ramanuj40347559","#cancelclass12bordexam","student ( *follow me to support*)
we study's unity is strength let's apply",FALSE
1490,"individual, not P.E.","1381816843598405634","Ramanuj40347559","Ramanuj Yadav","student",FALSE
1490,"individual, not P.E.","1381816843598405634","Ramanuj40347559","#cancelclass12bordexam","student ( *follow me to support*)
we study's unity is strength let's apply",FALSE
6281,"individual, not P.E.","1381953686079991808","sapiofoxxxxxxxy","Tena Pants and False Teeth Club","Human Beings Are Thick",FALSE
6281,"individual, not P.E.","1381953686079991808","sapiofoxxxxxxxy","Klaus Schwab's Burd","Human Beings Are Thick",FALSE
6281,"individual, not P.E.","1381953686079991808","sapiofoxxxxxxxy","Sapiofoxy","Human Beings Are Thick",FALSE
6281,"individual, not P.E.","1381953686079991808","sapiofoxxxxxxxy","Glasgow Girl","Reiner Fuellmich will save the day 🙏",FALSE
5345,"individual, not P.E.","1381953686079991818","sapiofoxxxxxxxy","Tena Pants and False Teeth Club","Human Beings Are Thick",FALSE
5345,"individual, not P.E.","1381953686079991818","sapiofoxxxxxxxy","Sapiofoxy","Human Beings Are Thick",FALSE
5345,"individual, not P.E.","1381953686079991818","sapiofoxxxxxxxy","Glasgow Girl","Reiner Fuellmich will save the day 🙏",FALSE
3532,"individual, not P.E.","1382068457651458048","Harry_Razzap320","Harry Razzap","✈️//🏐//🏑//☘️// Airline aficionado// AvGeek",FALSE
3532,"individual, not P.E.","1382068457651458048","Harry_Razzap320","Harry Razzap","✈️//🏐//🏑//AvGeek",FALSE
2853,"individual, not P.E.","1382068457651458049","Harry_Razzap320","Harry Razzap","✈️//🏐//🏑//☘️// Airline aficionado// AvGeek",FALSE
2853,"individual, not P.E.","1382068457651458049","Harry_Razzap320","Harry Razzap","✈️//🏐//🏑//AvGeek",FALSE
4941,"individual, not P.E.","1382195308529119232","PolskaVaccine","polskaVaccine","The best vaccine ever",FALSE
4941,"individual, not P.E.","1382195308529119232","PolskaVaccine","polskaVaccine","The best covis vaccine ever. Now available in your country.",FALSE
3783,"individual, not P.E.","1382195308529119235","PolskaVaccine","polskaVaccine","The best vaccine ever",FALSE
6098,"individual, not P.E.","1382409029469798400","ebennett74","elizabeth bennett","children, animals, horses",FALSE
5341,"individual, not P.E.","1382409029469798401","ebennett74","elizabeth bennett","children, animals, horses",FALSE
4468,"individual, not P.E.","1382416754991902720","Ghazal09610041","Ghazal","",FALSE
2412,"individual, not P.E.","1382416754991902722","Ghazal09610041","Ghazal","",FALSE
1711,"non-individual","1382560307814436864","ishu_dhawan","Ishu WithRG","IT Cell Haryana Pardesh Congress committee",FALSE
3284,"non-english","1382600508582494208","Sam22959594","Sam","💉💊🦴",FALSE
6616,"individual, not P.E.","1383819859214016512","Parisa80965727","Parisa","",FALSE
729,"individual, not P.E.","1383819859214016513","Parisa80965727","Parisa","",FALSE
4355,"individual, not P.E.","1384196888199458816","rose65028256","rose","",FALSE
4355,"individual, not P.E.","1384196888199458816","rose65028256","rosita 🌹","",FALSE
3183,"individual, not P.E.","1384196888199458830","rose65028256","rose","",FALSE
3183,"individual, not P.E.","1384196888199458830","rose65028256","rosita 🌹","",FALSE
2085,"individual, not P.E.","1384454502753787904","Shuchit04887140","Shuchita","learner.teacher.explorer.",FALSE
4855,"individual, not P.E.","1384454502753787910","Shuchit04887140","Shuchita","learner.teacher.explorer.",FALSE
5946,"individual, not P.E.","1384509221199220736","JyotiSa28747922","Jyoti Sahu","I love myself",FALSE
4982,"individual, not P.E.","1384509221199220739","JyotiSa28747922","Jyoti Sahu","I love myself",FALSE
5988,"non-individual","1385777586135916544","TorontoFarmEN","TorontoMapleLeafFarmCanada","#CCP≠CHINA #CCP≠CHINESE / #CCPVirus / #TakeDownTheCCP / #NewFederalStateofChina / #WhistleBlowerMovement / G-TV: 喜马拉雅加拿大多伦多枫叶农场 多伦多枫叶财经 蓝枫法律/ Gnews: gnewscanada",FALSE
5304,"non-individual","1385777586135916545","TorontoFarmEN","TorontoMapleLeafFarmCanada","#CCP≠CHINA #CCP≠CHINESE / #CCPVirus / #TakeDownTheCCP / #NewFederalStateofChina / #WhistleBlowerMovement / G-TV: 喜马拉雅加拿大多伦多枫叶农场 多伦多枫叶财经 蓝枫法律/ Gnews: gnewscanada",FALSE
5088,"individual, not P.E.","1385962266390982656","squineon","squineon","Making politics young for cool India",FALSE
5088,"individual, not P.E.","1385962266390982656","squineon","squineon","Casteless Alien | Pronounless Mitochondria | NLM",FALSE
781,"individual, not P.E.","1385962266390982658","squineon","squineon","Making politics young for cool India",FALSE
781,"individual, not P.E.","1385962266390982658","squineon","squineon","Casteless Alien | Pronounless Mitochondria | NLM",FALSE
3335,"individual, not P.E.","1386192424389660672","sahoo_pravasha","pravasha sahoo","I'm always cool",FALSE
5347,"individual, not P.E.","1386192424389660675","sahoo_pravasha","pravasha sahoo","I'm always cool",FALSE
1762,"individual, not P.E.","1386344100039839744","Susanta88739290","Susanta Sethy","Self  Beliving",FALSE
1969,"individual, not P.E.","1386344100039839746","Susanta88739290","Susanta Sethy","Self  Beliving",FALSE
6656,"individual, not P.E.","694954540014108672","PritpalPannu07","Pritpal Singh Pannu","Farmer|Social worker | Animal lover 🐶 |Law student 👨‍🎓| Traveller | NSUI | Panjab University | Congressi 🙌| @uwcforyouth",FALSE
6493,"individual, not P.E.","695054484083470336","politicalelle","Erielle Davidson","senior policy analyst @jinsadc| ✡︎ | Thought crimes enthusiast | @ClaremontInst & @HooverInst alum| עם ישראל חי | Vol 19 EIC @GeorgetownJLPP | Views are mine.",FALSE
6493,"individual, not P.E.","695054484083470336","politicalelle","Erielle Davidson","senior policy analyst @jinsadc| ✡︎ | @ClaremontInst & @HooverInst alum| Golden Girls groupie| עם ישראל חי | Vol 19 EIC @GeorgetownJLPP | Views are mine.",FALSE
1237,"individual, not P.E.","700437371506921472","IsaMe59","Isa","",FALSE
2176,"individual, not P.E.","701804092524511232","isaac_schorr","Isaac Schorr","@ISI Fellow @NRO | “on the side of excellence (rather than ‘newness’) and of honest intellectual combat (rather than conformity)”",FALSE
2176,"individual, not P.E.","701804092524511232","isaac_schorr","Isaac Schorr","@ISI Fellow @NRO | Cornell ‘20 | Okie from Muskogee | 14-time Super Bowl champion and Jets GM in Madden",FALSE
2176,"individual, not P.E.","701804092524511232","isaac_schorr","Isaac Schorr","@ISI Fellow @NRO | Okie from Muskogee",FALSE
2176,"individual, not P.E.","701804092524511232","isaac_schorr","Isaac Schorr","@ISI Fellow @NRO | Okie from Muskogee | “The world does not need to hear my thoughts on politics” but they’re going to anyway",FALSE
2151,"individual, not P.E.","702564218965356544","theasifshahzad","M Asif Shahzad","Country Director @MillionSmilesPK | @MSTravelsPK | @MSFoundationPK | Traveller | Blogger at #ARY |  Pakistan❤
@CDMillionSmiles",FALSE
4171,"individual, not P.E.","703052835919777792","itswalela","Walela (they/them)","*in recovery from a stem cell transplant* Queer. Non Binary. Cultural Worker. Leukemia Survivor.",FALSE
4171,"individual, not P.E.","703052835919777792","itswalela","Walela (they/them)","*in recovery from a stem cell transplant* Cultural Worker. Leukemia Survivor. Subscribe to my patreon below 🦋",FALSE
4171,"individual, not P.E.","703052835919777792","itswalela","Walela (they/them)","*in recovery from a stem cell transplant*   Cultural Worker. Leukemia Survivor.",FALSE
4171,"individual, not P.E.","703052835919777792","itswalela","Walela (they/them)","*in recovery from a stem cell transplant* Leukemia Survivor. Subscribe to my patreon below 🦋",FALSE
1654,"non-english","703956100098486272","BetraMaurice","Maurice BÉTRA","Humour, Vérités, Dérision, aussi Auto-Dérision, Osez embarquer avec votre humour du 3e et 4e degré sur
http://www.lemoutonsefache.fr",FALSE
6030,"individual, not P.E.","704181782921486336","roadtoserfdom3","Roadtoserfdom","Under economic duress. Decentralize.
@Roadtoserfdom3 on gab as of Jan 2021",FALSE
6030,"individual, not P.E.","704181782921486336","roadtoserfdom3","Roadtoserfdom","Under economic duress. Decentralize.
@Roadtoserfdom3 on gab as of Jan 2021
https://t.co/gt5ShICJlV
bitcoincash:qqrgru4m4t7hpsu9f6706w5vp9gqy526qceewtdn9y",FALSE
6030,"individual, not P.E.","704181782921486336","roadtoserfdom3","Roadtoserfdom","Under economic duress. Decentralize.
https://t.co/55fGrSJrFD & gab
https://t.co/gt5ShICJlV & 3speak
bitcoincash:qqrgru4m4t7hpsu9f6706w5vp9gqy526qceewtdn9y",FALSE
6030,"individual, not P.E.","704181782921486336","roadtoserfdom3","Roadtoserfdom","Under economic duress. Decentralize.
https://t.co/gt5ShICJlV & 3speak
https://t.co/55fGrSJrFD & gab
bitcoincash:qqrgru4m4t7hpsu9f6706w5vp9gqy526qceewtdn9y",FALSE
1412,"non-english","705476600461201408","leomakanga","Léonce Makanga","COMPTABLE / Président de l’association CHANGEONS ENSEMBLE & du Mouvement GEN80 pour ABO/Philanthrope 🇬🇦",FALSE
2236,"non-english","705476600461201410","leomakanga","Léonce Makanga","COMPTABLE / Président de l’association CHANGEONS ENSEMBLE & du Mouvement GEN80 pour ABO/Philanthrope 🇬🇦",FALSE
752,"non-english","706046604944547840","AgatheIrene","Irène-Agathe la procureure choyée pas revalorisée","#LibertédExpression  Pas contente du tout.-fichée n°3576 - Distance et détachement (si possible).
Πάντα ῥεῖ.",FALSE
3085,"individual, not P.E.","706171767295967232","SunderlandLolly","SunderlandLollipops💙","Petition against huge cuts to Sunderland's Lollipop Staff! Supported by:Corrie's Melanie Hill, Eurythmics' Dave Stewart & West End star Ben Forster!",FALSE
3085,"individual, not P.E.","706171767295967232","SunderlandLolly","SunderlandLollipops💙","",FALSE
2871,"individual, not P.E.","706277985721196544","MollyRatty","Mo Mo","More fun than a pit bull filled with candy. Astute mistress of the gif search engine.",FALSE
1656,"individual, not P.E.","706309711763632128","gus_brf","Gus","தமிழன். Indian. Systemsdaata, Processdaata, Engineeringdaata.

Not responsible for what I say and do, because I am only 21 years old and have a dog.",FALSE
1656,"individual, not P.E.","706309711763632128","gus_brf","Gus","தமிழன். Indian. Systemsdaata, Processdaata, Engineeringdaata.

Don't tell me what to do or say. I have cleared UPSC mains.",FALSE
1656,"individual, not P.E.","706309711763632128","gus_brf","Gus","தமிழன். Indian.

Aspiring Journalist. Expert Liar",FALSE
4666,"individual, not P.E.","706309711763632132","gus_brf","Gus","தமிழன். Indian. Systemsdaata, Processdaata, Engineeringdaata.

Not responsible for what I say and do, because I am only 21 years old and have a dog.",FALSE
4666,"individual, not P.E.","706309711763632132","gus_brf","Gus","தமிழன். Indian. Systemsdaata, Processdaata, Engineeringdaata.

Don't tell me what to do or say. I have cleared UPSC mains.",FALSE
4666,"individual, not P.E.","706309711763632132","gus_brf","Gus","தமிழன். Indian.

Aspiring Journalist. Expert Liar",FALSE
5824,"individual, not P.E.","706315757265641472","helena_jennie","Justice Seeker","The evil that is in the world always comes of ignorance, and good intentions may do as much harm as malevolence if they lack understanding.” -Albert Camus",FALSE
6934,"individual, not P.E.","706542515118182400","Boringism","Boring","",FALSE
2707,"individual, not P.E.","706542515118182401","Boringism","Boring","",FALSE
4752,"individual, not P.E.","706842521796632576","revanth_anumula","Revanth Reddy","Member of Parliament- Malkajgiri Constituency Working President, TPCC",FALSE
5726,"individual, not P.E.","707173172420816896","chelsea_hetho","Chelsea Hetherington","Reporter & Producer @abcnews 📺🎙・@SCG Trust・@UN Delegate 2018・Get in touch: hetherington.chelsea@abc.net.au",FALSE
4256,"individual, not P.E.","707173172420816897","chelsea_hetho","Chelsea Hetherington","Reporter & Producer @abcnews 📺🎙・@SCG Trust・@UN Delegate 2018・Get in touch: hetherington.chelsea@abc.net.au",FALSE
1093,"individual, not P.E.","707197958333337600","JulieOwenMoylan","Julie Owen Moylan","Literature Miner. THAT GREEN EYED GIRL @MichaelJBooks April 14 2022. Will write for cake... rep’d by @Nelle_Andrew at http://www.rachelmillsliterary.co.uk",FALSE
1093,"individual, not P.E.","707197958333337600","JulieOwenMoylan","Julie Owen Moylan","Literature Miner. THAT GREEN-EYED GIRL @MichaelJBooks April 14 2022. Will write for cake... rep’d by @Nelle_Andrew at http://www.rachelmillsliterary.co.uk",FALSE
1093,"individual, not P.E.","707197958333337600","JulieOwenMoylan","Julie Owen Moylan","Literature Miner. THAT GREEN-EYED GIRL @MichaelJBooks May 12 2022. Will write for cake... rep’d by @Nelle_Andrew at http://www.rachelmillsliterary.co.uk",FALSE
4819,"non-english","707631814018338816","girishsharma161","Girish Sharma 🇮🇳🇮🇳🇮🇳","writer ,Businessman and Reiki Expert

*रुतबा तो 'खामोशियों'का होता है*,'
*अल्फ़ाज' का क्या*,
*वो तो मुकर जाते है हालात देखकर* !",FALSE
246,"individual, not P.E.","708130060738306048","LucyTurnbull_AO","Lucy Turnbull AO","Urbanist, businesswoman. Interested in all innovation for a better future. Do not respond to trolls, angry tweeters or their nasty comments.",FALSE
1975,"individual, not P.E.","710036672117800960","def__init__e","Traveling Salesman","",FALSE
1060,"individual, not P.E.","710849492921221120","kema_ruth","Rue💖💖","In the end we are just stories",FALSE
3752,"individual, not P.E.","711667461414916096","colorblindk1d","You Should Have Voted For Jo","Both parties are beyond saving. The media is somehow worse. #BothSides and #Whataboutism are my middle names.

Read @Reason.",FALSE
191,"individual, not P.E.","711667461414916098","colorblindk1d","You Should Have Voted For Jo","Both parties are beyond saving. The media is somehow worse. #BothSides and #Whataboutism are my middle names.

Read @Reason.",FALSE
6140,"individual, not P.E.","711721664547921920","soothsayher","Right on!","black oppressed people all over the world are one

Ask me questions: https://curiouscat.qa/soothsayher",FALSE
6140,"individual, not P.E.","711721664547921920","soothsayher","Right on!","black oppressed people all over the world are one.",FALSE
2875,"individual, not P.E.","711783223366262784","SaniaAhmad1111","Sania Ahmad","Cat mommy. I am my words' worth.
 Views Personal",FALSE
2837,"individual, not P.E.","711783223366262788","SaniaAhmad1111","Sania Ahmad","Cat mommy. I am my words' worth.
 Views Personal",FALSE
145,"non-individual","712295521612910592","DecentWorkHlth","Decent Work and Health Network","Health workers for decent work. We fight for: ➡️ Paid sick days ➡️ Fair wages ➡️ Safe workplaces ➡️ No one left behind.

Join us. #PaidSickDaysSaveLives",FALSE
3991,"individual, not P.E.","713050951507173376","VictoryDay_Hope","Lee","The ground on which we stand is sacred ground. It is the blood of our ancestors and we will protect it.",FALSE
1016,"individual, not P.E.","713050951507173378","VictoryDay_Hope","Lee","The ground on which we stand is sacred ground. It is the blood of our ancestors and we will protect it.",FALSE
5035,"non-individual","713839291210792960","TheDemCoalition","Democratic Coalition","We helped run #TheResistance against Trump and established the #ImpeachmentTaskForce. We campaign for Dems and have an aggressive online organizing program.",FALSE
4467,"non-english","714435675047768064","jlkBlackburn","Jean-Luk Blackburn (VI)","Pensée critique: politique, société, médias, sciences.
Auteur en 2016 de «La faillite universelle de la pensée magique».",FALSE
4140,"non-english","714833898522300416","Kanatunga","Kana Sir🇮🇳❁ #WestBengalElections2021","तुमको तुम्हारे मम्मी पापा की कसम फॉलो किए बगैर मत जाना।



बस हंगामा खड़ा करना ही मेरा मकसद है

DM for paid tweets

Parody",FALSE
4140,"non-english","714833898522300416","Kanatunga","Kana Sir🇮🇳❁ #WestBengalElections2021 #JaiBhim","तुमको तुम्हारे मम्मी पापा की कसम फॉलो किए बगैर मत जाना।



बस हंगामा खड़ा करना ही मेरा मकसद है

DM for paid tweets

Parody",FALSE
4140,"non-english","714833898522300416","Kanatunga","Kana Sir🇮🇳❁ #WestBengalElections2021 #JaiBhim","Producer and Casting Director
तुमको तुम्हारे मम्मी पापा की कसम फॉलो किए बगैर मत जाना।



बस हंगामा खड़ा करना ही मेरा मकसद है

DM for paid tweets

Parody",FALSE
4140,"non-english","714833898522300416","Kanatunga","Kana Sir🇮🇳❁ #IPL #KKR #DC #CSK #RR #MI #RCB #SRH","Producer and Casting Director
तुमको तुम्हारे मम्मी पापा की कसम फॉलो किए बगैर मत जाना।



बस हंगामा खड़ा करना ही मेरा मकसद है

DM for paid tweets

Parody",FALSE
4140,"non-english","714833898522300416","Kanatunga","Kana Sir🇮🇳❁ #IPL #KKR #DC #CSK #RR #ExitPolls","Producer and Casting Director
तुमको तुम्हारे मम्मी पापा की कसम फॉलो किए बगैर मत जाना।



बस हंगामा खड़ा करना ही मेरा मकसद है

DM for paid tweets

Parody",FALSE
