"X","id","order","screen_name","name","name_label","description","descrip_label","combo","label","is_PE"
1480,16492039,532,"dexxe","pastor micheal","o","personality: i am passionate about complaining of slow internet.","o","oo","individual, non-P.E.",FALSE
1483,20106357,7053,"robinmonottibis","Robin Monotti FRSA🌸","o","Architect of the #MonottiProtocol, Yacht House & Spiral Tower. Designer of Watering Holes for the Royal Parks. Producer of #TheBookofVision ➡️ https://t.co/Et4Vcdxkuq","o","oo","individual, non-P.E.",FALSE
1515,151432737,7524,"rupasubramanya","Rupa Subramanya","o","Columnist @NationalPost @NikkeiAsia /Previous bylines WSJ @ForeignPolicy /Economist/Wannabe tennis Pro/Distinguished Fellow @asiapacificfdn Coauthor:Indianomix.","o","oo","individual, non-P.E.",FALSE
1517,1566202044,5690,"keaux_","ko “that’s it” bragg.","o","northern southerner. reporter @19thnews. contributing editor @southerlymag. she/her/alumna: @spelmancollege + @columbiajourn. DMs open. big Leo energy.","o","oo","individual, non-P.E.",FALSE
1520,20106357,7053,"robinmonottibis","Robin Monotti FRSA🌸","o","Architect of the #MonottiProtocol, Yacht House & Spiral Tower. Designer of Watering Holes for the Royal Parks. Producer of #TheBookofVision ➡️ https://t.co/Et4Vcdxkuq","o","oo","individual, non-P.E.",FALSE
1552,4315639054,5266,"CatPurry9","Cat Perry ♿️","o","Former med scientist. Opinionated. Left-leaning. Cat enthusiast. I don't always follow back.","o","oo","individual, non-P.E.",FALSE
1555,249574631,1302,"docmchon","DrMightyChondrion™ #PutAMaskOn","o","Doctor 👨‍⚕️ |♂️| I solemnly swear that I follow evidence based medicine| Techsavvy 👨‍💻 | Music | #TeamCoffee |#MedTwitter #MentalHealthMatters l हरे कृष्णा।","p","op","Description",TRUE
1557,3285094608,4129,"SniggihNire","Secretary 𝘰𝘧 𝘵𝘩𝘦 Counterinsurgency","g","“Let every child of the Republic learn to live for his God, his land and the Union.”","o","go","non-individual",NA
1559,20106357,7053,"robinmonottibis","Robin Monotti FRSA🌸","o","Architect of the #MonottiProtocol, Yacht House & Spiral Tower. Designer of Watering Holes for the Royal Parks. Producer of #TheBookofVision ➡️ https://t.co/Et4Vcdxkuq","o","oo","individual, non-P.E.",FALSE
1591,3232804748,1173,"MaxFlugrath","Max Flugrath","o","I write and create things for @NikkiFried. “Comms Beast” says @KevinCate. Former @FLHouseDems. Art & design background.","o","oo","individual, non-P.E.",FALSE
1594,389121502,2104,"neiljmcevoy","Neil McEvoy MS","o","Member of the Senedd │ Welsh Parliament. Leader of @PropelWales. MS for South Wales Central: neil.mcevoy@senedd.cymru 
#EndWelshLockdowns #SaveLives","o","oo","individual, non-P.E.",FALSE
1597,7565522,3723,"chikawatanabe","Chika","o","Personal: http://facebook.com/chika
Work: http://facebook.com/svopen
http://linkedin.com/in/chikawatana…
Clubhouse: @chikaw

時々アップするブログはリンク先↓","f","of","non-english",NA
1599,24731568,5348,"walls2","𝙅𝙤𝙝𝙣 𝙒𝙖𝙡𝙡","o","Living with Stage IV Prostate Cancer ♋
You only live once, but if you do it right, once is enough 👊
#𝗖𝗮𝗿𝗽𝗲𝗗𝗶𝗲𝗺 #𝗩𝟰𝗩","o","oo","individual, non-P.E.",FALSE
1601,1612550149,2241,"shippingics","International Chamber of Shipping (ICS)","g","The principal global trade association for shipowners, representing over 80% of the world merchant fleet with international bodies that impact on shipping.","o","go","non-individual",NA
1602,27182410,2305,"TheeAdamRich","Adam Rich🤟🏼","o","FORMER PRISONER {actor & writer} NOTverified*~Guaranteed me©️ I should be, but I’m not dead yet! Thy Wiki page is full of B.S.! #MentalHealthAwareness🎗#BLM✊🏿","o","oo","individual, non-P.E.",FALSE
1610,2864318340,5452,"Kiespijn777","Kiespijn777","o","Afgehecht wereldburger: Functie elders.","o","oo","individual, non-P.E.",FALSE
1612,408522548,857,"stefanobini","Stefano Bini","o","sales manager ... romagnolo e stufo di essere preso in giro da 5s e PD 😡😡","f","of","non-english",NA
1613,603018371,4371,"Footballogue","Footballogue⭐️⭐️","g","Compte officiel. ✉️ footballogue@gmail.com 📸 Instagram http://sofinder.me/i/Footballogue LE FOOT EST UNE SCIENCE !","o","go","non-individual",NA
1614,355647504,3368,"bach2813","Jonathan Bach 🏆","o","Twitch Affiliated Streamer, Soccer lover, pro wrestling enthusiast, Space Software developer, 2019 and 2020 @PhilaUnion Media Mayhem FIFA Champion","o","oo","individual, non-P.E.",FALSE
1615,8873182,1665,"byoblu","Byoblu","o","Il primo network di informazione libera e indipendente nato realmente dal basso e approdato sul digitale terrestre, con @DavveroTV","o","oo","individual, non-P.E.",FALSE
1616,51827346,420,"fabiofaria","Fábio Faria 🇧🇷🇧🇷🇧🇷","f","Ministro das Comunicações do Governo @jairbolsonaro. | Brazilian Minister of Communications.","f","ff","non-english",NA
1617,21156177,5434,"NAVASTOCK","JUDY ELMAYAN","o","God did","o","oo","individual, non-P.E.",FALSE
1618,52424550,6705,"fattoquotidiano","Il Fatto Quotidiano","f","L'ITALIA DEI GUELFI E DEI GHIBELLINI 
Il nuovo numero di @fqmillennium è in edicola da sabato #17aprile con il Fatto quotidiano https://www.fqmillennium.it/","f","ff","non-english",NA
1621,250689767,2416,"GovSC","Governo de SC","f","Twitter oficial do Governo do Estado de Santa Catarina. Informações, notícias, serviços, programas e ações de Governo. https://linktr.ee/governosc","f","ff","non-english",NA
1622,2608133516,2755,"antondepierro","Antonello De Pierro","o","Account Twitter ufficiale di De Pierro. Giornalista. Presidente del movimento politico nazionale Italia dei Diritti","o","oo","individual, non-P.E.",FALSE
1623,3695957177,6092,"ilbuonpaztore","alvaro mambelli","o","","o","oo","individual, non-P.E.",FALSE
1624,3043958678,7304,"GioVanDal","Jadal","o","Samnites, gens fortissima Italiae.
Il politicamente corretto ci seppellirà.","f","of","non-english",NA
1625,74722174,3478,"Casagrande_ES","Renato Casagrande","o","Twitter pessoal do Governador do ES (2019-2022)","o","oo","individual, non-P.E.",FALSE
1626,51797285,297,"MAvancaBrasil","Movimento Avança Brasil 🇧🇷","f","Siga nosso canal no Telegram: https://t.me/mavancabrasil","f","ff","non-english",NA
1627,37757178,7562,"GovernoES","GovernoES","g","Conta oficial do Governo do Espírito Santo no Twitter. Acompanhe as principais notícias e ações.","f","gf","non-english",NA
1628,8.00571e+17,1481,"chrislongview","Florida Chris","o","Proud Montanan & Floridian. Huge nerd w/ a lab named Shelby. I raise lots of $ for stuff. Loves: Emory, Vanderbilt, Columbia, USF, beach, clearly a homo.","o","oo","individual, non-P.E.",FALSE
1629,1.34915e+18,1081,"POTUS","President Biden","o","46th President of the United States, husband to @FLOTUS, proud dad & pop. Tweets may be archived: http://whitehouse.gov/privacy","o","oo","individual, non-P.E.",FALSE
1630,1.14009e+18,7365,"TurnbullWhitby","Ryan Turnbull","o","Liberal Member of Parliament for Whitby. Father, husband, social entrepreneur and former CEO. 📞905-665-8182 📧Ryan.Turnbull@parl.gc.ca he/him/il","o","oo","individual, non-P.E.",FALSE
1631,1.34689e+18,2866,"CaudeHenrion","Alexandra Henrion-Caude","o","Scientifique. Chercheur. Spécialiste de l’ARN. Fondatrice de l'Institut de Recherche SimplissimA","o","oo","individual, non-P.E.",FALSE
1632,1.24637e+18,6016,"LekkaMercedez","GetBackToLife","o","Jail Andrews!  Say No!  to the  Dictators  """""""" new normal"""""""" .
Folks are dumb where I come from.  Are you? 🧐🧐🤷‍♂️🤷‍♂️","o","oo","individual, non-P.E.",FALSE
1636,8.30504e+17,5725,"asheborn57","Cindy","o","Constitutionalist, Patriot, Conservative. Jesus freak.. Love America, animals, LEOs, our military and the blues. NO LISTS, trains or DM's.🇺🇸🇺🇸🇺🇸","o","oo","individual, non-P.E.",FALSE
1637,1.2707e+18,3775,"PISDI94_96","🇺🇸🍺Senior Drill Instructor Sgt. White 🍺🇺🇸","o","10 Year Marine Corps Veteran//Biden is a piece of shit #Resist #NotMyPresident #46TheFraud #KamalaIsRacist Pronouns: AR15/AK47","o","oo","individual, non-P.E.",FALSE
1640,1.0646e+18,4591,"GovTimWalz","Governor Tim Walz","o","Dad, husband, teacher, coach, veteran. Governor of Minnesota. Working to build #OneMinnesota. Visit https://t.co/nkzBbEg8E9 for the latest on the COVID vaccine.","o","oo","individual, non-P.E.",FALSE
1641,1.12141e+18,5918,"dmburkeauthor","David M Burke","o","Award winning author of the 2018 Readers Favorite political thriller, RETURN OF THE FOUNDING FATHERS' GUARDIANS.
Sequel, """"""""RETURN OF OUR COUNTRY"""""""" launched July 1","o","oo","individual, non-P.E.",FALSE
1642,1.2892e+18,5097,"Truthseeker1985","Truthseeker1984","o","Seeking the real truth in a world full of lies, 2021 the rebellion begins!!
DMs welcome
email me any direct at Truthseeker.1984@hotmail.com
#TakeOffYourMask","o","oo","individual, non-P.E.",FALSE
1645,1.28629e+18,6044,"I7Bomb","TruthBombsDITT01111","o","Back after being cancelled by Woke Big Tech ditto ditto
Early treatment information for C0V1D I9
HCQ IVERMECTIN BUDESONIDE HERE https://mergeurl.com/o/3athb","o","oo","individual, non-P.E.",FALSE
1646,1.24722e+18,5602,"TheInsiderPaper","Insider Paper","g","Covering Breaking News And Events Unfolding In The World","g","gg","non-individual",NA
1647,1.15656e+18,5973,"AnnamiePaul","Annamie Paul","o","Leader of the Green Party of Canada (She) Chef du Parti vert du Canada (Elle) M.P.A. (Princeton), LL.B (Ottawa)","f","of","non-english",NA
1649,9.7218e+17,3902,"LRPow79","🇵🇱Reality Dose🇺🇸","o","I'm built by Motown. Golden Rule ain’t hard to get. PERSIST IN IT. “Water can flow💧or it can crash🌊 Let us be water, my friends.”-Bruce Lee💙💜🧡💚AF","o","oo","individual, non-P.E.",FALSE
1650,1.19465e+18,5805,"HPVSideEffects","HPV Vaccine Side Effects","o","Try to educate, clarify & research about vaccine side effects. I have a degree in physics & chemistry. Not a conspiracy theorist!","o","oo","individual, non-P.E.",FALSE
1651,9.17416e+17,5848,"DrNeilStone","Neil Stone","o","Infectious Diseases & Microbiology, UCLH & HTD. #IDTwitter Fungal Disease. Dad. First person to use the word #Covid according to the Oxford English Dictionary","p","op","Description",TRUE
1652,1.17221e+18,3215,"LamontFrazier4","Lamont Frazier💯","o","#LGBTQI+RIGHTS🏳️‍🌈 #WomensRights! #ProChoice! #RespectGreen #ProudDemocrat! #RESISTANCE! #NEVERtrump! #ONEV1 #RIGHTMATTERS
Happily Married Gay Man♂️🏳️‍🌈#Z14","o","oo","individual, non-P.E.",FALSE
1653,1.32192e+18,1471,"Gem56336989","MagaGem💎","o","Aussie for TRUMP MAGA Bad Memes","o","oo","individual, non-P.E.",FALSE
1654,8.21658e+17,4960,"Modi_Nama","Modinama","o","Narendra Modi: The Secret Ingredient of Every Indian's Success. Join our Telegram channel: Modinama
https://t.me/modinama1","o","oo","individual, non-P.E.",FALSE
1655,1.26721e+18,2058,"ReinfoCovid","Dr MARLON","p","Médecin qui soigne.","f","pf","non-english",NA
1661,8.56852e+17,7195,"MaryFernando_","Mary Fernando MD","o","Mom, wife, doctor and writer. Care deeply about 🇨🇦 and places where politics meets patients. Born feisty. Medical psychotherapy. @MedicalPost @Sleuthsayers","o","oo","individual, non-P.E.",FALSE
1663,1.32526e+18,6960,"Kristy91808800","Kristy","o","Mom, wife, cat lover born & raised Vancouverite, mask up & staying home as much as possible","o","oo","individual, non-P.E.",FALSE
1664,9.22139e+17,2107,"LveFreeOrDie","LveFreeOrDie","o","The truth is like a lion. You don't have to defend it. Let it loose and it will defend itself.    –St. Augustine.","o","oo","individual, non-P.E.",FALSE
1665,1.2827e+18,3821,"SarahSm02854325","Sarah Smith","o","Every hour I need Thee🙏🏻🕊 📚🐛  🇺🇸 #GodBlessTexas You will guide me in your counsel, and afterward you will take me into GLORY Psalm 73:24","o","oo","individual, non-P.E.",FALSE
1666,1.37651e+18,6767,"Sarthak43365260","Sarthak kumar","o","Judicial aspirant","o","oo","individual, non-P.E.",FALSE
1667,1.10928e+18,6378,"tak53381102","Dr. Tad","p","平凡な一医師が（主に医学関連の）ニュースについてつぶやきます。
関心事: 医学教育、医師の働き方改革、正しくわかりやすい医学の説明","f","pf","non-english",NA
1668,1.32815e+18,2610,"WTH_BC","Seriously, WTH BC?","o","Delightfully disagreeable, beautifully blunt. Defending BC, asking the questions journalists won't.","o","oo","individual, non-P.E.",FALSE
1670,1.2984e+18,5062,"realmlllpodcast","Major League Liberty","g","New official page for the Major League Liberty podcast. Liberty prevails! 🇺🇸🇺🇸🇺🇸","o","go","non-individual",NA
1671,7.34417e+17,4029,"TheOldLoftyOne","👀LoftyOddThumbs👀","o","My family are my life but in my spare time I love #gaming #films #cars & just love having a laugh & joke with people 😁👍","o","oo","individual, non-P.E.",FALSE
1675,9.94743e+17,5171,"RealDTrumpTweet","Real Trump Tweets","o","Donald Trump's account is suspended by Gestapo Jack so will have to figure out how to use this account ~ Real Donald Trump tweets + some of my favorites","o","oo","individual, non-P.E.",FALSE
1677,1.25057e+18,3305,"JimMurp77852985","Jim Murphy","o","Husband, Father, retired from Toronto Police Service after 30+ years.","o","oo","individual, non-P.E.",FALSE
1678,1.24039e+18,3972,"Covid19Washoe","COVID19Washoe","g","We are the regional public information officers joining together to help get #COVID19 messages to our community. Visit http://www.COVID19Washoe.com for more.","g","gg","non-individual",NA
1679,1.23918e+18,1253,"Jesusis53688620","Jesus is Lord","o","Always searching for truth. Exposing deception and making known end time prophesy fulfillment. Glory to Jesus Christ our Lord and Savior....","o","oo","individual, non-P.E.",FALSE
1680,1.24118e+18,1329,"MarcusBeam1","Marcus Beam","o","Naw","o","oo","individual, non-P.E.",FALSE
1681,1.09511e+18,6894,"karma44921039","karma","o","What goes around comes around 💕
NEVER LET SUCCESS GET TO YOUR HEAD 
AND FAILURES GET TO YOUR HEART","o","oo","individual, non-P.E.",FALSE
1682,1.14977e+18,4363,"TraceyOMahony81","Tracey O'Mahony","o","Barrister-at-Law. B.A., LL.B, B.L.
Free Speech is an Inalienable Human Right and the Cornerstone of Democracy & No Government Shall Restrict my Right to Speak.","f","of","non-english",NA
1683,1.27289e+18,7106,"BhavikaButani","Karishma","o","💕","o","oo","individual, non-P.E.",FALSE
1685,1.31059e+18,2903,"DPGAlliance","Digital Public Goods Alliance","g","The Digital Public Goods Alliance is an initiative endorsed by the UN Secretary-General that facilitates the discovery and deployment of digital public goods.","o","go","non-individual",NA
1686,1.24778e+18,2066,"UK_UNIFICATION","Covid passport's equal discrimination","g","🇬🇧🏴󠁧󠁢󠁥󠁮󠁧󠁿🏴󠁧󠁢󠁳󠁣󠁴󠁿🏴󠁧󠁢󠁷󠁬󠁳󠁿🇮🇪🇺🇸 Driving force for truth, freedom and fairness for all. #Partiot #AntiGlobalist #KBF #trump2024 #AntiWoke","o","go","non-individual",NA
1689,7.1982e+17,5947,"MaizyDaizyZzzz","Maizy Daizy 🌼🥛🌸","o","","o","oo","individual, non-P.E.",FALSE
1690,1.36761e+18,5670,"PissOffTrumpz","Dr.WearYourFnMask","p","✌Queen✌️ Retired super early, Badass Ex Independent taking a Strong Side DEMOCRAT.  Starting Over 🤦 WILL FB ASAP

I Voted To Save America💃","u","pu","Name",TRUE
1692,1.27226e+18,5980,"Meidas_Wendy","Wendy Darling🧚🌊🌊","o","A kind and loving heart. A die-hard Red Sox and German Shepherd fan!
Proud Founding Member and MeidasTouch Patriot
@MeidasTouch #MeidasMighty
#BLM","o","oo","individual, non-P.E.",FALSE
1693,8.67828e+17,252,"xenosstinkriti","The virus has mutated into a dictatorship.","o","God took pity on thouse who were greatly humiliated and gave them a previous live too - hence now they remember more - Tasos Leivaditis","o","oo","individual, non-P.E.",FALSE
1695,1.05621e+18,3317,"Too_Much_Hoops","TooMuchHoops (Brad)","o","Analysis, defense, & highlights of the NBA, focused on the Raptors #WeTheNorth. Run by Brad Vermunt. Subscribe on YouTube & at https://t.co/vrxNmAFuav. He/Him","o","oo","individual, non-P.E.",FALSE
1696,1.34818e+18,2067,"Sandra__Pyke","Sandrine","o","https://instagram.com/sandra__pyke?igshid=18yhvyeokkqlb","o","oo","individual, non-P.E.",FALSE
1697,1.322e+18,4986,"MattersSeeking","Seeking Truth Matters","o","""""""""You searched for the truth but you couldn't find it. Well you didn't search hard enough. Keep searching for it until you uncover it"""""""". Me talking to Myself.","o","oo","individual, non-P.E.",FALSE
1700,1.07331e+18,5058,"NEETEGENMSM1","NEE TEGEN MSM","f","MainStreamMedia laten bewust zaken niet zien ➡️ dubbele agenda’s. Wij snijden de verzwegen onderwerpen aan en ontmaskeren de spreekbuizen vd macht.","f","ff","non-english",NA
1701,7.69043e+17,5722,"DesertTinAZ","🇺🇸 T in AZ 🇺🇸","o","Husband | Father of 6 | Christian | 🇺🇸 Time to Make a Difference 🇺🇸 | #MAGA | #AmericaFirst | Parler/Gab: @TroyRosenow","o","oo","individual, non-P.E.",FALSE
1702,1.28301e+18,7583,"omsaiaarogya","Om Sai Aarogya Care Pvt. Ltd.","f","Managing Director, Dr. Khalid Shaikh.","o","fo","non-english",NA
1703,1.12128e+18,1502,"NEILDav80815508","@NEILDavies","o","gardening cooking music and friends standing up for what is right 
fighting for saviors of child abuse","o","oo","individual, non-P.E.",FALSE
1704,1.0439e+18,1671,"agnos_pharmos","Mysterious!☼𓃬","o","| Iranian patriot- humanist- agnostic- freedom fighter✌🏻| 👀question everything❗ #IranTruth #IranRegimeChange #StopExecutionsInIran  -NO MEK🚫 #براندازم","f","of","non-english",NA
1706,1.24565e+18,7370,"Plugged12187185","Plugged","o","The right to preserve your inherent DNA","o","oo","individual, non-P.E.",FALSE
1707,1.1164e+18,860,"HRivera72964164","Hector Rivera 🌺","o","For Peace and Justice
Divide & Conquer is their tactic
Finding Common Ground is ours
United We Rise","o","oo","individual, non-P.E.",FALSE
1708,8.52097e+17,7428,"Prof_G_McArthur","Exec Director VCCC","o","Executive Director, Victorian Comprehensive Cancer Centre: alliance of 10 research, clinical & academic institutions working together to control & cure cancer","o","oo","individual, non-P.E.",FALSE
1709,1.29072e+18,710,"fact_covid","Covid Fact Check UK","g","Sharing official data and verifying online claims about COVID-19. Independent, politically neutral and unfunded.","o","go","non-individual",NA
1710,1.36786e+18,5745,"ron_begone","RonBeGone","o","#RonBeGone is dedicated to defeating Ron DeSantis and holding him accountable for his abysmal record. http://secure.actblue.com/donate/ronbego…","o","oo","individual, non-P.E.",FALSE
1713,1.33479e+18,5612,"QuietOb83023773","ThinkingOutLoud","o","Australian. Strangling society in the name of “controlling” a virus is moral and intellectual degeneracy. Public policy & politics are my game.","o","oo","individual, non-P.E.",FALSE
1714,1.34325e+18,1781,"Reflexospuros","PureReflections - TRUTH 🙌 INFLUENCER 📈 🔥","o","TRUTH 🙌  INFLUENCER 📈 🔥  STAND UP TO BULLIES 💫 DEFEND DEMOCRACY & THE RULE OF LAW⚖  SELFLESS #CHRISTIAN #EQUALITY 💫 RESPECT & 🙇 LOYALTY ♌  🎷 Leo Male","o","oo","individual, non-P.E.",FALSE
1719,9.87684e+17,7698,"suhayllo","Suhayl | سهيل","f","Abolition. 🌱","o","fo","non-english",NA
1720,1.25923e+18,6681,"SDicht","Scholen Veilig #SolidairNaarNul","o","Voorzorgprincipe | #ZeroCovid | Kinderen, coronavirus & school | #ScholenVeilig = bij veel virus online | Goed BCO | Preventie | Testen | #SolidairNaarNul","o","oo","individual, non-P.E.",FALSE
1723,1.37088e+18,7459,"theguardiansfed","The Guardians Federation","o","Anti globalists / free thinker / freedom fighter / anti corporation / anon","o","oo","individual, non-P.E.",FALSE
1724,1.3071e+18,6573,"EricJac73061108","Eric Jackson","o","","o","oo","individual, non-P.E.",FALSE
1725,1.24592e+18,6727,"MartinSkold2","Martin Skold","o","Geopolitical scholar. Strategerist. Policy wonk. Political adviser. Traveler of antique lands w/the lovely @cmgoodlander. I write things sometimes. Views my own","o","oo","individual, non-P.E.",FALSE
1726,1.23347e+18,2963,"goodblackdude","Suburban Black Man 🇺🇸","o","First black satirist and conservative political pundit.","o","oo","individual, non-P.E.",FALSE
1727,7.1058e+17,5676,"piersar62","🇮🇹 Piero 🧱#StandWithGandhi","f","Gli obiettori di coscienza alle vaccinazioni devono difendere le loro convinzioni (Gandhi🇮🇳), sovranista, anti neoliberista, no €, patriota 🇮🇹🧱,Trump 🇺🇲","f","ff","non-english",NA
1728,8.5348e+17,7039,"sonalika_kumar","Sonalika Kumar","o","Senior Technocrat with skills of Software Engineering, System Analysis, Database,Healthcare IT & Software Specialist,Technical Author,Social Volunteer","o","oo","individual, non-P.E.",FALSE
1729,1.25431e+18,3673,"JeanYvesTarrade","🍓Jean Yves Tarrade🍓 #BeBraveWHO","o","Quand le peuple veut exister on le dit populiste. Quand le peuple veut comprendre on le dit complotiste.
Moi j'ai compris qu'il fallait exister.","f","of","non-english",NA
1731,1.23967e+18,722,"ADuferret","Ana Duferret","o","Le langage politique est conçu pour donner aux mensonges des airs de vérité, rendre le meurtre respectable et faire passer pour solide ce qui n'est que du vent.","f","of","non-english",NA
1732,1.15055e+18,4004,"ElaineM11584892","Elaine McKay","o","Left wing nut job, life member of a union, worked at head office Sydney.","o","oo","individual, non-P.E.",FALSE
1733,8.99936e+17,1037,"nilepostnews","Nile Post","g","Politics, investigations, business & #BreakingNews.
Our Journalism is in-depth, objective, non-partisan & is delivered in an authoritative manner.
#NilePostNews","o","go","non-individual",NA
1734,9.58409e+17,7489,"NewDayForNJ","Tricia Flanagan (R-NJ)","o","Official Page for Tricia Flanagan | Team America | Jersey Bold 🇺🇸 Healthcare | National Security #2A #NRA #ConstitutionCaucus","g","og","non-individual",NA
1735,1.26495e+18,3292,"noreward_norisk","NoRisk_NoReward","o","When the righteous are in authority, the people rejoice: but when the wicked bears rule, the people mourn. (Proverbs 29:2)","o","oo","individual, non-P.E.",FALSE
1736,8.77861e+17,7533,"MichaelG_UK","Michael Gbadebo FRSA","o","Aspire 2 inspire b4 u expire. Family / Sci / Tech / Innovation / Entrepreneurship / Politics / Motorsport / Cri-Thinking / Justice / Education / CfoA / Cllr BF","o","oo","individual, non-P.E.",FALSE
1737,7.82334e+17,2994,"MathewMKC","Mathew 🌸","o","I choose fearless not fearful. ⭐🥛🌸 😊","o","oo","individual, non-P.E.",FALSE
1739,1.30621e+18,7522,"3rd_abraham",":Baron- T3","o","Geopolitical Analyst - Researcher - Publisher - Counter Jihadist - Exposing the Occult, Masonic Brotherhood and Davos Agenda / #T3OccultAstrology #T3Edit #T3","o","oo","individual, non-P.E.",FALSE
1740,9.04219e+17,7000,"ankitchina2017","Ankit garg","o","Associate Professor, Shantou University, China","o","oo","individual, non-P.E.",FALSE
1741,1.32339e+18,4953,"IittIe_bird2","IittIe_bird2","o","“It is never too late to be what you might have been.”
George Eliot","o","oo","individual, non-P.E.",FALSE
1742,1.07223e+18,4999,"CuendetV","Viv","o","","o","oo","individual, non-P.E.",FALSE
1743,7.12353e+17,2156,"BeachPretzel2","BeachPretzel","o","I post breaking news w/commentary. I LOATHE anything Trump. Rudeness is blocked.#TheResistance;RT implies agreement*We made it past Jan 20! Now we need justice!","o","oo","individual, non-P.E.",FALSE
1745,1.06224e+18,5382,"DCRawalpindi","Deputy Commissioner Rawalpindi","o","PAS Officer.
 Information and announcements are official. Opinions are personal n RTs are not endorsements.","o","oo","individual, non-P.E.",FALSE
1746,1.21722e+18,6365,"medicalfreed0m","Protect our constitutional rights","o","I love freedom in every form. Married with children. Vote No to s903/s902/A969/A4576 . Drain the TRENTON SWAMP!","o","oo","individual, non-P.E.",FALSE
1747,1.00115e+18,3600,"AK4WA","Amber Krabach For WA","o","DECLAS is COMING!  #HoldFast 🇺🇸","o","oo","individual, non-P.E.",FALSE
1749,1.37648e+18,2998,"Zeeshan57158131","Ahmad","o","Smart","o","oo","individual, non-P.E.",FALSE
1750,1.16131e+18,3226,"Schandillia","Amit Schandillia","o","Twitter threads (see Moments) | Author, 'India Uncharted: History You Missed In Class' (Storytel India) | Aggressively nonpartisan","o","oo","individual, non-P.E.",FALSE
1753,1.32579e+18,2790,"MerchantBanke18","MerchantBanker","o","Objective and Subjective investment commentary","o","oo","individual, non-P.E.",FALSE
1754,1.37545e+18,1093,"nyc_vaccine","NYC Vaccine Bot","g","Live updates for NYC COVID vaccine appointment availability. Data from https://t.co/rGWNmsAQ9S. Not government affiliated. I'm a bot built by @evandcoleman.","o","go","non-individual",NA
1755,8.43027e+17,2344,"use_ivermectin","Public Health trumps Private Wealth","g","Ivermectin: cheap/safe/effective treatment for Covid19 used all over the world. Campaigning for use in UK, save lives, end lockdown http://ivmmeta.com","g","gg","non-individual",NA
1756,1.14885e+18,459,"aussieprole","Soselo","o","","o","oo","individual, non-P.E.",FALSE
1757,1.18659e+18,7326,"mittdolcino","mittdolcino.com","o","Keep It Simple - Reality Explained
Science & Economics Blog
https://t.co/pRaXBktuXa
Telegram: https://t.co/A7y87qFeia
https://t.co/U67TCtVAdE
RTs are not endorsements","o","oo","individual, non-P.E.",FALSE
1758,1.04487e+18,5614,"E_BotelhoNevers","Elisabeth Botelho-Nevers","o","MD, PhD, Professor of Infectious Diseases, academic #Univ_St_Etienne #UJM #ChuSaintEtienne #CHUSE #GHTLoire #PRESAGE #PreVacCI","p","op","Description",TRUE
1759,9.68387e+17,4011,"digitaldidan","Arthur D. Musinguzi","o","Professional Communications Strategist | Professional Hands On Digital Media Specialist | Travel Enthusiast | Future Ssalongo | Views are My Own","o","oo","individual, non-P.E.",FALSE
1760,8.54801e+17,2224,"Zis1941","Zis","o","","f","of","non-english",NA
1762,1.34485e+18,3199,"clockoutwars","ClockOutWars","o","1st yr art teacher. profanity supporter. museum lover. politics nerd. unprofessional reality TV critic. FACT👉kids are smarter than 99% of adults","o","oo","individual, non-P.E.",FALSE
1764,1.34393e+18,4316,"SeanWal33531685","Sean Walsh","o","The Critic, CapX, The Article., Conservatives Global, Lockdown Sceptics, Samizdat Magazine. Former university teacher. Father. Catholic.","o","oo","individual, non-P.E.",FALSE
1765,1.08233e+18,140,"LGSusanB","Lt. Gov. Susan Bysiewicz","g","Official account of the Office of Lt. Governor Susan Bysiewicz. Leading the great state of #Connecticut with @GovNedLamont!","g","gg","non-individual",NA
1766,1.18183e+18,4335,"B33Mello","Mello.B33","o","","o","oo","individual, non-P.E.",FALSE
1767,1.16015e+18,3500,"danielmgmoylan","Lord Moylan","o","Conservative peer. Chairman, Urban Design London. Views my own. Retweets not endorsements. Generally I don’t reply to anonymous accounts.","o","oo","individual, non-P.E.",FALSE
1768,8.55082e+17,4982,"ThatRyanChap","Ryan","o","commentary from a non expert with the odd Corona chart","o","oo","individual, non-P.E.",FALSE
1769,9.04832e+17,1645,"MichaelRynne1","Michael Rynne","o","CLL advocate in CLL Ireland and CLL Advocates Network. Working for the unmet needs of the CLL community in Ireland. Chronic lymphocytic leukaemia","o","oo","individual, non-P.E.",FALSE
1770,8.23566e+17,3136,"MarchForScience","March For Science","g","We're launching a political organizing arm to fight for science, democracy, a #GreenNewDeal, & #MedicareForAll Chip in! http://bit.ly/MFSSupport","g","gg","non-individual",NA
1771,9.28798e+17,5736,"AnnaPodolanczuk","Anna Podolanczuk","o","Physician scientist. Pulmonologist. Intensivist. ILD doctor and researcher. Mom of two girls. Immigrant. Tweets are my own.","o","oo","individual, non-P.E.",FALSE
1773,1.09071e+18,4894,"MSubstandards","Licensing Municipal Substandards","o","We invest in our first-rate employees so we can guarantee fifth-rate service! 👍","o","oo","individual, non-P.E.",FALSE
1774,1.10647e+18,877,"MuaazAsif14","Muhammad Muaaz Asif","o","A proud follower of MuhammadNawazSharif
#MaryamNawazSharif
 #Cricket 🇵🇰 #LahoreQalandars   #Juventus ⚽","o","oo","individual, non-P.E.",FALSE
