"label","is_PE","Id","Degree","Betweenness","PageRank","Bridge","path","flow","name","path1","path2","path3","submod","Community","Bridge_stars","Degree_stars","Betweenness_stars","PageRank_stars"
"individual, non-P.E.",FALSE,470926,6,5658.86594901016,9.10634436067541e-05,0,"2:7:16",4.65e-05,470926,2,7,16,"2 7","Pro-vaccine","","","*",""
"individual, non-P.E.",FALSE,470994,4,14228.4499330575,7.72985076968528e-05,1,"2:128:1",1.06e-05,470994,2,128,1,"2 128","Pro-vaccine","*","","*",""
"individual, non-P.E.",FALSE,479003,18,7349.02909493499,0.000160330007625493,0,"1:5:33",8.24e-05,479003,1,5,33,"1 5","Anti-vaccine","","","*","*"
NA,NA,485696,2,0,4.59678080648857e-05,0,"2:7:28",1.73e-05,485696,2,7,28,"2 7","Pro-vaccine","","","",""
NA,NA,487578,1,0,0.000129533678756408,0,"213:2",2.66e-06,487578,213,2,NA,"213 2",NA,"","","",""
NA,NA,484091,2,19.958343279617,2.69062914357508e-05,0,"1:5:133",5.32e-06,484091,1,5,133,"1 5","Anti-vaccine","","","",""
NA,NA,479052,74,82900.6198652763,0.000831020039794334,2,"1:5:6",0.000499985,479052,1,5,6,"1 5","Anti-vaccine","","","",""
"non-individual",NA,2227416,3,29.1355850505168,4.45023396940552e-05,0,"2:28:12",7.98e-06,2227416,2,28,12,"2 28","Pro-vaccine","","","",""
"individual, non-P.E.",FALSE,482639,1,0,2.1484394750707e-05,0,"2:1:706",2.66e-06,482639,2,1,706,"2 1","Pro-vaccine","","","",""
"individual, non-P.E.",FALSE,482919,7,188.754086824484,3.88635799506552e-05,0,"2:1:309",2.26e-05,482919,2,1,309,"2 1","Pro-vaccine","","","",""
NA,NA,2508045,53,1482.00561711341,0.000403462758166685,0,"3:1:14",0.000590408,2508045,3,1,14,"3 1",NA,"","","",""
"individual, non-P.E.",FALSE,479984,1,0,2.42326945888286e-05,0,"2:4:1:261",2.66e-06,479984,2,4,1,"2 4","Pro-vaccine","","","",""
NA,NA,493611,26,7847.62153302973,0.000207653357609015,0,"1:10:10",0.000110369,493611,1,10,10,"1 10","Anti-vaccine","","","",""
"non-individual",NA,500413,2,18.6590579924889,2.31458457065126e-05,0,"2:2:297",5.32e-06,500413,2,2,297,"2 2","Pro-vaccine","","","",""
"individual, non-P.E.",FALSE,2415608,34,2097.211005677,6.31300661743258e-05,0,"1:1:250",0.00010771,2415608,1,1,250,"1 1","Anti-vaccine","","*","*",""
"individual, non-P.E.",FALSE,2570623,89,66028.7517868655,0.00098115662235293,0,"3:1:6",0.00142017,2570623,3,1,6,"3 1",NA,"","","",""
"non-individual",NA,2539130,9,342.30580887063,4.04886186990602e-05,0,"3:1:93",3.46e-05,2539130,3,1,93,"3 1",NA,"","","",""
NA,NA,488059,1,0,2.33543906155865e-05,0,"1:5:156",2.66e-06,488059,1,5,156,"1 5","Anti-vaccine","","","",""
"individual, non-P.E.",FALSE,2363141,3,0,0.000167977389370758,0,"20:1",2.39e-05,2363141,20,1,NA,"20 1",NA,"","","",""
"individual, non-P.E.",FALSE,503558,16,36330.1370182009,8.72519138066329e-05,0,"2:1:182",5.98e-05,503558,2,1,182,"2 1","Pro-vaccine","","","*",""
NA,NA,2524724,12,1.91666666666667,0.000106436893850618,0,"1:13:9",7.31e-05,2524724,1,13,9,"1 13","Anti-vaccine","","","",""
"non-individual",NA,489499,2,273.363909429701,3.18738432118467e-05,0,"2:74:4",5.32e-06,489499,2,74,4,"2 74","Pro-vaccine","","","",""
"individual, non-P.E.",FALSE,486611,5,916.660996650044,0.000100993700661922,0,"2:37:7",1.86e-05,486611,2,37,7,"2 37","Pro-vaccine","","","","*"
NA,NA,472970,13,3361.57138576935,9.25240939826978e-05,0,"1:10:25",3.99e-05,472970,1,10,25,"1 10","Anti-vaccine","","","",""
"individual, non-P.E.",FALSE,505066,10,766.942321788154,8.15644976724593e-05,0,"1:5:55",3.72e-05,505066,1,5,55,"1 5","Anti-vaccine","","","","*"
NA,NA,496361,4,25.0158603961015,3.82996519004971e-05,0,"1:5:90",1.33e-05,496361,1,5,90,"1 5","Anti-vaccine","","","",""
NA,NA,474167,1,0,2.07514744026934e-05,0,"1:3:386",2.66e-06,474167,1,3,386,"1 3","Anti-vaccine","","","",""
"individual, non-P.E.",FALSE,2381469,3,0,0.00013825475811825,0,"31:1",9.31e-06,2381469,31,1,NA,"31 1",NA,"","","",""
"individual, non-P.E.",FALSE,2444951,3,0,0.000138254758118182,0,"31:2",9.31e-06,2444951,31,2,NA,"31 2",NA,"","","",""
NA,NA,481663,1,0,2.34677860072239e-05,0,"1:5:173",2.66e-06,481663,1,5,173,"1 5","Anti-vaccine","","","",""
NA,NA,478989,1,0,0.000129533678756507,0,"216:1",2.66e-06,478989,216,1,NA,"216 1",NA,"","","",""
"individual, non-P.E.",FALSE,2531494,1,0,0.000129533678756408,0,"228:2",2.66e-06,2531494,228,2,NA,"228 2",NA,"","","",""
"individual, non-P.E.",FALSE,504723,1,0,2.23926561107079e-05,0,"2:3:252",2.66e-06,504723,2,3,252,"2 3","Pro-vaccine","","","",""
"individual, non-P.E.",FALSE,487949,1,0,2.3515142391923e-05,0,"1:5:155",2.66e-06,487949,1,5,155,"1 5","Anti-vaccine","","","",""
NA,NA,478490,8,110.081259898427,6.65900137386561e-05,0,"1:5:73",2.39e-05,478490,1,5,73,"1 5","Anti-vaccine","","","",""
"individual, non-P.E.",FALSE,2707639,8,18923.6666666653,0.000146855140423447,0,"2:50:2",2.79e-05,2707639,2,50,2,"2 50","Pro-vaccine","","","*","*"
NA,NA,475155,1,0,0.000129533678756507,0,"212:1",2.66e-06,475155,212,1,NA,"212 1",NA,"","","",""
NA,NA,495180,2,20.0333333333333,4.07933871641829e-05,0,"2:17:1:16",5.32e-06,495180,2,17,1,"2 17","Pro-vaccine","","","",""
NA,NA,491337,1,0,2.32217898494044e-05,0,"1:8:120",2.66e-06,491337,1,8,120,"1 8","Anti-vaccine","","","",""
"individual, non-P.E.",FALSE,498817,1,0,2.77859228926868e-05,0,"2:20:1:13",2.66e-06,498817,2,20,1,"2 20","Pro-vaccine","","","",""
NA,NA,473454,9,114.8611111247,3.4435235551375e-05,0,"1:3:192",2.79e-05,473454,1,3,192,"1 3","Anti-vaccine","","","",""
"individual, non-P.E.",FALSE,487628,1,0,3.00542166703543e-05,0,"1:29:2",9.31e-06,487628,1,29,2,"1 29","Anti-vaccine","","","",""
"non-individual",NA,2650577,3,133.579192767428,2.29831871305222e-05,0,"1:1:548",7.98e-06,2650577,1,1,548,"1 1","Anti-vaccine","","","",""
"individual, non-P.E.",FALSE,2636319,2,0,2.51836726627704e-05,0,"3:13:5",6.65e-06,2636319,3,13,5,"3 13",NA,"","","",""
"non-individual",NA,2676432,6,0,0.000141266589945024,0,"13:4",3.06e-05,2676432,13,4,NA,"13 4",NA,"","","",""
NA,NA,490440,1,0,2.29426106527777e-05,0,"1:5:177",2.66e-06,490440,1,5,177,"1 5","Anti-vaccine","","","",""
"individual, non-P.E.",FALSE,2617443,1,0,4.62003597297643e-05,0,"1:62:2",2.66e-06,2617443,1,62,2,"1 62","Anti-vaccine","","","",""
"individual, non-P.E.",FALSE,502414,23,8154.79966119525,0.000157999190001896,0,"1:5:28",9.57e-05,502414,1,5,28,"1 5","Anti-vaccine","","*","*","*"
"non-individual",NA,2651941,1,0,2.25715319536586e-05,0,"1:4:111",2.66e-06,2651941,1,4,111,"1 4","Anti-vaccine","","","",""
"individual, non-P.E.",FALSE,2876297,10,304.881320400838,5.57098277145315e-05,0,"3:2:95",4.26e-05,2876297,3,2,95,"3 2",NA,"","","",""
"non-individual",NA,2832035,6,0,0.000151752392096911,0,"13:2",3.32e-05,2832035,13,2,NA,"13 2",NA,"","","",""
NA,NA,470663,3,67.8304064634399,2.36079703279838e-05,0,"1:3:295",7.98e-06,470663,1,3,295,"1 3","Anti-vaccine","","","",""
NA,NA,473389,2,22.9475158502246,2.40460039337606e-05,0,"3:2:170",5.32e-06,473389,3,2,170,"3 2",NA,"","","",""
"individual, non-P.E.",FALSE,2818574,4,0,3.39067621095749e-05,0,"3:13:3",1.33e-05,2818574,3,13,3,"3 13",NA,"","","",""
"individual, non-P.E.",FALSE,2762836,9,124.881578938491,4.07109539147895e-05,1,"1:1:365",3.59e-05,2762836,1,1,365,"1 1","Anti-vaccine","*","","",""
"individual, non-P.E.",FALSE,2825014,1,0,2.17794461013829e-05,0,"3:2:237",2.66e-06,2825014,3,2,237,"3 2",NA,"","","",""
NA,NA,478358,12,34423.4866157573,0.000299398181188871,0,"2:29:2:1",4.12e-05,478358,2,29,2,"2 29","Pro-vaccine","","","",""
NA,NA,500860,1,0,3.37169303285409e-05,0,"1:8:124",2.66e-06,500860,1,8,124,"1 8","Anti-vaccine","","","",""
"individual, non-P.E.",FALSE,491495,35,2594.59781858605,7.44647001385906e-05,1,"1:1:236",0.000126326,491495,1,1,236,"1 1","Anti-vaccine","*","*","*","*"
NA,NA,470169,3,441.874687912371,3.08551850578664e-05,0,"4:1:29",7.98e-06,470169,4,1,29,"4 1",NA,"","","",""
"individual, non-P.E.",FALSE,2808834,9,69.8377521262533,3.44968474257896e-05,0,"2:2:213",2.39e-05,2808834,2,2,213,"2 2","Pro-vaccine","","","",""
NA,NA,506683,1,0,2.33543906155865e-05,0,"1:5:180",2.66e-06,506683,1,5,180,"1 5","Anti-vaccine","","","",""
"individual, non-P.E.",FALSE,3053965,6,0,0.000162463730205901,0,"13:1",3.59e-05,3053965,13,1,NA,"13 1",NA,"","","",""
"individual, non-P.E.",FALSE,496626,8,476.364147501429,3.69798724131509e-05,0,"1:2:175",2.53e-05,496626,1,2,175,"1 2","Anti-vaccine","","","",""
"non-individual",NA,3013481,1,0,2.74762201910323e-05,0,"3:1:147",7.98e-06,3013481,3,1,147,"3 1",NA,"","","",""
"individual, non-P.E.",FALSE,2924514,15,158.74424249256,5.78624072316464e-05,0,"3:1:70",5.98e-05,2924514,3,1,70,"3 1",NA,"","","",""
"individual, non-P.E.",FALSE,482103,2,132.800853515609,2.46492380493676e-05,0,"3:5:46",5.32e-06,482103,3,5,46,"3 5",NA,"","","",""
NA,NA,477149,11,320.010660936464,7.24732392550275e-05,0,"1:5:56",3.59e-05,477149,1,5,56,"1 5","Anti-vaccine","","","",""
"individual, non-P.E.",FALSE,2936023,6,1,5.68736376506102e-05,0,"3:5:26",2.26e-05,2936023,3,5,26,"3 5",NA,"","","",""
"individual, non-P.E.",FALSE,2919748,5,256.297151907533,9.62670938337646e-05,0,"2:20:2:5",2.13e-05,2919748,2,20,2,"2 20","Pro-vaccine","","","",""
NA,NA,473953,3,6983.97230278783,5.09963715136553e-05,0,"2:80:2",1.46e-05,473953,2,80,2,"2 80","Pro-vaccine","","","",""
NA,NA,2966830,4,24.3704707518584,2.49519110393883e-05,0,"1:3:273",1.06e-05,2966830,1,3,273,"1 3","Anti-vaccine","","","",""
"Description",TRUE,3241886,21,6400.17429169074,7.43522123925797e-05,0,"2:4:1:92",6.91e-05,3241886,2,4,1,"2 4","Pro-vaccine","","*","*",""
NA,NA,480251,1,0,2.97212857945106e-05,0,"2:17:2:14",2.66e-06,480251,2,17,2,"2 17","Pro-vaccine","","","",""
NA,NA,491469,3,2514.89142013134,3.97187755457019e-05,1,"1:10:63",7.98e-06,491469,1,10,63,"1 10","Anti-vaccine","","","",""
NA,NA,491545,1,0,0.000129533678756408,0,"91:2",3.99e-06,491545,91,2,NA,"91 2",NA,"","","",""
NA,NA,482133,1,0,0.000129533678756507,0,"219:1",2.66e-06,482133,219,1,NA,"219 1",NA,"","","",""
"individual, non-P.E.",FALSE,3150032,2,0,2.81893899174805e-05,0,"3:8:9",6.65e-06,3150032,3,8,9,"3 8",NA,"","","",""
NA,NA,503024,2,48.0760807443672,2.84199162230478e-05,0,"1:5:135",5.32e-06,503024,1,5,135,"1 5","Anti-vaccine","","","",""
"non-individual",NA,479032,2,0,8.77595144343791e-05,0,"2:93:5",5.32e-06,479032,2,93,5,"2 93","Pro-vaccine","","","",""
"Description",TRUE,472976,6,73.5263078244699,2.73878408246177e-05,0,"1:3:229",1.6e-05,472976,1,3,229,"1 3","Anti-vaccine","","","",""
"individual, non-P.E.",FALSE,484645,3,0,3.47107806308703e-05,0,"1:5:101",1.06e-05,484645,1,5,101,"1 5","Anti-vaccine","","","",""
"individual, non-P.E.",FALSE,496771,13,267.361033329753,5.11682410393103e-05,0,"2:4:1:115",4.26e-05,496771,2,4,1,"2 4","Pro-vaccine","","","",""
NA,NA,485688,1,0,6.11512467047923e-05,0,"2:143:2",3.99e-06,485688,2,143,2,"2 143","Pro-vaccine","","","",""
"individual, non-P.E.",FALSE,474336,1,0,3.58486617497203e-05,0,"2:29:2:8",2.66e-06,474336,2,29,2,"2 29","Pro-vaccine","","","",""
NA,NA,487361,1,0,2.33937325965333e-05,0,"1:5:182",2.66e-06,487361,1,5,182,"1 5","Anti-vaccine","","","",""
NA,NA,488557,1,0,2.29979132777476e-05,0,"2:5:78",3.99e-06,488557,2,5,78,"2 5","Pro-vaccine","","","",""
"individual, non-P.E.",FALSE,490902,2,0,2.41348308093087e-05,0,"3:2:168",5.32e-06,490902,3,2,168,"3 2",NA,"","","",""
"individual, non-P.E.",FALSE,498964,1,0,4.58171563119144e-05,0,"4:2:19",6.65e-06,498964,4,2,19,"4 2",NA,"","","",""
NA,NA,500396,2,119.612962092861,2.46870882126656e-05,0,"2:3:177",5.32e-06,500396,2,3,177,"2 3","Pro-vaccine","","","",""
"Description",TRUE,503583,1,0,0.000129533678756507,0,"182:2",2.66e-06,503583,182,2,NA,"182 2",NA,"","","",""
NA,NA,477267,1,0,3.34087354687796e-05,0,"2:17:1:31",2.66e-06,477267,2,17,1,"2 17","Pro-vaccine","","","",""
"individual, non-P.E.",FALSE,492820,3,35.2372751459228,2.71072662631598e-05,0,"2:1:425",9.31e-06,492820,2,1,425,"2 1","Pro-vaccine","","","",""
NA,NA,502584,4,343.075190682631,8.11057389152094e-05,0,"2:17:4:2",1.06e-05,502584,2,17,4,"2 17","Pro-vaccine","","","",""
"non-individual",NA,478787,1,0,3.27706610608032e-05,0,"2:17:2:13",2.66e-06,478787,2,17,2,"2 17","Pro-vaccine","","","",""
NA,NA,476278,1,0,0.000129533678756507,0,"213:1",2.66e-06,476278,213,1,NA,"213 1",NA,"","","",""
"non-individual",NA,504631,2,0,0.000137750367334047,0,"48:2",6.65e-06,504631,48,2,NA,"48 2",NA,"","","",""
NA,NA,477238,2,7099,6.8184813605869e-05,0,"2:20:5:1",6.65e-06,477238,2,20,5,"2 20","Pro-vaccine","","","",""
"individual, non-P.E.",FALSE,490227,3,54.0300000390412,3.106015311989e-05,0,"1:5:119",7.98e-06,490227,1,5,119,"1 5","Anti-vaccine","","","",""
"individual, non-P.E.",FALSE,3663265,1,0,9.97759417447718e-05,0,"81:3",2.66e-06,3663265,81,3,NA,"81 3",NA,"","","",""
NA,NA,487182,1,0,2.31672711570925e-05,0,"1:8:115",2.66e-06,487182,1,8,115,"1 8","Anti-vaccine","","","",""
"individual, non-P.E.",FALSE,490515,2,6.93948988954149,2.21701070875816e-05,0,"1:3:343",5.32e-06,490515,1,3,343,"1 3","Anti-vaccine","","","",""
"individual, non-P.E.",FALSE,492011,5,542.525648105772,2.85720594237296e-05,0,"1:2:221",1.46e-05,492011,1,2,221,"1 2","Anti-vaccine","","","",""
"Name",TRUE,3819579,4,0,0.000129533678756493,0,"25:1",1.06e-05,3819579,25,1,NA,"25 1",NA,"","","",""
"individual, non-P.E.",FALSE,484562,2,0,0.000129533678756387,0,"57:1",5.32e-06,484562,57,1,NA,"57 1",NA,"","","",""
NA,NA,498444,9,213.585028503675,5.63939650624812e-05,0,"1:5:71",2.53e-05,498444,1,5,71,"1 5","Anti-vaccine","","","",""
NA,NA,468826,1,0,9.97759417449209e-05,0,"70:2",2.66e-06,468826,70,2,NA,"70 2",NA,"","","",""
"individual, non-P.E.",FALSE,498436,2,3.65020141698787,2.20878296546361e-05,0,"1:3:332",5.32e-06,498436,1,3,332,"1 3","Anti-vaccine","","","",""
"individual, non-P.E.",FALSE,470293,1,0,0.000129533678756507,0,"206:1",2.66e-06,470293,206,1,NA,"206 1",NA,"","","",""
"individual, non-P.E.",FALSE,482879,2,0,2.52836060777029e-05,0,"2:1:477",6.65e-06,482879,2,1,477,"2 1","Pro-vaccine","","","",""
NA,NA,482689,1,0,3.34087354687796e-05,0,"2:17:1:32",2.66e-06,482689,2,17,1,"2 17","Pro-vaccine","","","",""
"individual, non-P.E.",FALSE,493981,3,2178.78961435339,3.78457356430295e-05,0,"1:52:1",1.06e-05,493981,1,52,1,"1 52","Anti-vaccine","","","*",""
"individual, non-P.E.",FALSE,4040352,77,62497.1166944264,0.000468715952822221,0,"3:1:20",0.000468071,4040352,3,1,20,"3 1",NA,"","","",""
NA,NA,502317,2,7099,7.10940051775886e-05,0,"2:17:7:1",5.32e-06,502317,2,17,7,"2 17","Pro-vaccine","","","",""
"individual, non-P.E.",FALSE,487967,1,0,2.92164486320418e-05,0,"7:2:13",3.99e-06,487967,7,2,13,"7 2",NA,"","","",""
"individual, non-P.E.",FALSE,4067750,4,0,0.000129533678756414,0,"25:3",1.06e-05,4067750,25,3,NA,"25 3",NA,"","","",""
"non-individual",NA,3970826,4,0,0.000129533678756455,0,"25:2",1.06e-05,3970826,25,2,NA,"25 2",NA,"","","",""
"individual, non-P.E.",FALSE,477653,1,0,2.03914227618159e-05,0,"1:1:711",2.66e-06,477653,1,1,711,"1 1","Anti-vaccine","","","",""
"individual, non-P.E.",FALSE,4041565,1,0,2.15827940674521e-05,0,"3:2:239",2.66e-06,4041565,3,2,239,"3 2",NA,"","","",""
NA,NA,481289,1,0,2.12017143716412e-05,0,"1:3:365",2.66e-06,481289,1,3,365,"1 3","Anti-vaccine","","","",""
"individual, non-P.E.",FALSE,3985751,17,1938.77206551474,6.14003500898747e-05,0,"3:1:72",5.85e-05,3985751,3,1,72,"3 1",NA,"","","",""
"individual, non-P.E.",FALSE,4192542,12,46.4707810684467,0.000110577350801309,0,"1:13:7",7.58e-05,4192542,1,13,7,"1 13","Anti-vaccine","","","","*"
NA,NA,494376,1,0,2.31672711570925e-05,0,"1:8:121",2.66e-06,494376,1,8,121,"1 8","Anti-vaccine","","","",""
"individual, non-P.E.",FALSE,4145375,9,0,4.30003896297428e-05,0,"3:1:86",3.86e-05,4145375,3,1,86,"3 1",NA,"","","",""
NA,NA,499157,14,523.929288021182,9.00563950726468e-05,0,"1:5:46",4.79e-05,499157,1,5,46,"1 5","Anti-vaccine","","","",""
NA,NA,484867,4,372.328266579698,8.66864711805592e-05,0,"4:5:2",1.6e-05,484867,4,5,2,"4 5",NA,"","","",""
NA,NA,501848,1,0,2.93029793622094e-05,0,"2:17:2:17",2.66e-06,501848,2,17,2,"2 17","Pro-vaccine","","","",""
"Name",TRUE,4283103,4,0,0.000129533678756325,0,"25:5",1.06e-05,4283103,25,5,NA,"25 5",NA,"","","",""
NA,NA,484199,6,9.0014790526077,2.91959579603631e-05,0,"1:3:209",1.99e-05,484199,1,3,209,"1 3","Anti-vaccine","","","",""
"individual, non-P.E.",FALSE,470050,3,116.832407829174,3.06603783327122e-05,0,"1:5:120",7.98e-06,470050,1,5,120,"1 5","Anti-vaccine","","","",""
"Name",TRUE,4306662,3,0.0833333333333333,2.9234438171196e-05,0,"3:1:142",1.06e-05,4306662,3,1,142,"3 1",NA,"","","",""
NA,NA,485742,11,25533.1688156528,0.000201012657751593,0,"2:17:2:5",3.86e-05,485742,2,17,2,"2 17","Pro-vaccine","","","",""
NA,NA,493454,1,0,3.84700936672441e-05,0,"2:17:4:4",2.66e-06,493454,2,17,4,"2 17","Pro-vaccine","","","",""
"Name",TRUE,4278813,4,0,0.000129533678756371,0,"25:4",1.06e-05,4278813,25,4,NA,"25 4",NA,"","","",""
NA,NA,481405,44,23168.4513218357,0.000187475281243744,0,"1:3:84",0.000179516,481405,1,3,84,"1 3","Anti-vaccine","","","",""
"Description",TRUE,482447,3,7107.54220042094,7.0973275061738e-05,0,"1:10:58",7.98e-06,482447,1,10,58,"1 10","Anti-vaccine","","","*","*"
NA,NA,491207,3,0,3.64521960881108e-05,0,"1:5:102",1.06e-05,491207,1,5,102,"1 5","Anti-vaccine","","","",""
NA,NA,474321,1,0,2.07960012004451e-05,0,"1:3:384",2.66e-06,474321,1,3,384,"1 3","Anti-vaccine","","","",""
"individual, non-P.E.",FALSE,4342633,3,0,0.000104946201340293,0,"11:4:3",1.06e-05,4342633,11,4,3,"11 4",NA,"","","",""
NA,NA,505002,1,0,2.17908516514405e-05,0,"1:3:413",2.66e-06,505002,1,3,413,"1 3","Anti-vaccine","","","",""
NA,NA,496905,1,0,0.000129533678756408,0,"212:2",2.66e-06,496905,212,2,NA,"212 2",NA,"","","",""
"Description",TRUE,495650,3,7099,6.45617036447368e-05,0,"2:9:19",1.46e-05,495650,2,9,19,"2 9","Pro-vaccine","","","*",""
NA,NA,492765,29,29602.1517533459,0.000244354419171903,0,"1:10:9",0.000130315,492765,1,10,9,"1 10","Anti-vaccine","","","",""
"individual, non-P.E.",FALSE,472477,2,17.4687151217965,2.75842699906924e-05,0,"1:5:144",5.32e-06,472477,1,5,144,"1 5","Anti-vaccine","","","",""
NA,NA,494534,25,65927.1520491344,0.000562038116679977,0,"2:17:1:1",0.000122337,494534,2,17,1,"2 17","Pro-vaccine","","","",""
"individual, non-P.E.",FALSE,485037,7,1982.54568419122,2.83977375380281e-05,0,"1:2:203",1.86e-05,485037,1,2,203,"1 2","Anti-vaccine","","","*",""
NA,NA,477099,7,478.336321706924,3.42228433951366e-05,0,"1:3:216",1.86e-05,477099,1,3,216,"1 3","Anti-vaccine","","","",""
NA,NA,478011,5,3328.48990933095,6.89494426532476e-05,0,"2:7:18",3.59e-05,478011,2,7,18,"2 7","Pro-vaccine","","","",""
NA,NA,4524192,7,21284.1,3.87992361446459e-05,0,"7:1:14",1.86e-05,4524192,7,1,14,"7 1",NA,"","","",""
"individual, non-P.E.",FALSE,487869,2,9745.31709528586,5.70412650518531e-05,1,"2:59:8",5.32e-06,487869,2,59,8,"2 59","Pro-vaccine","*","","*",""
NA,NA,479829,4,10.9446024884791,5.35632735080853e-05,0,"1:10:48",1.2e-05,479829,1,10,48,"1 10","Anti-vaccine","","","",""
"individual, non-P.E.",FALSE,499358,16,326.191323433187,9.90351252005756e-05,0,"1:5:41",5.45e-05,499358,1,5,41,"1 5","Anti-vaccine","","","","*"
NA,NA,502812,28,215.641738223774,0.000245323539749166,0,"1:5:20",0.000146272,502812,1,5,20,"1 5","Anti-vaccine","","","",""
"non-individual",NA,505895,3,16,0.000164568986442409,0,"23:2:1",7.98e-06,505895,23,2,1,"23 2",NA,"","","",""
NA,NA,492248,4,6962.60150155403,4.28015587780056e-05,0,"1:10:51",1.06e-05,492248,1,10,51,"1 10","Anti-vaccine","","","",""
NA,NA,480295,1,0,2.08370209638553e-05,0,"1:3:372",2.66e-06,480295,1,3,372,"1 3","Anti-vaccine","","","",""
"non-individual",NA,473243,4,0,0.000101125244464294,0,"5:2:5",1.06e-05,473243,5,2,5,"5 2",NA,"","","",""
NA,NA,471516,1,0,8.82979574689094e-05,0,"45:3",3.99e-06,471516,45,3,NA,"45 3",NA,"","","",""
"individual, non-P.E.",FALSE,500083,1,0,0.000129533678756408,0,"189:2",2.66e-06,500083,189,2,NA,"189 2",NA,"","","",""
"individual, non-P.E.",FALSE,492097,1,0,2.50585800104348e-05,0,"1:10:75",2.66e-06,492097,1,10,75,"1 10","Anti-vaccine","","","",""
"individual, non-P.E.",FALSE,503595,1,0,0.000129533678756408,0,"206:2",2.66e-06,503595,206,2,NA,"206 2",NA,"","","",""
"non-individual",NA,474603,3,7099,6.95490050484853e-05,0,"3:21:1",7.98e-06,474603,3,21,1,"3 21",NA,"","","",""
"individual, non-P.E.",FALSE,483666,1,0,2.25492251113303e-05,0,"2:1:550",3.99e-06,483666,2,1,550,"2 1","Pro-vaccine","","","",""
"individual, non-P.E.",FALSE,478671,2,1,0.000189049152779722,0,"75:1",5.32e-06,478671,75,1,NA,"75 1",NA,"","","",""
"individual, non-P.E.",FALSE,486842,1,0,2.20229298022411e-05,0,"2:3:249",2.66e-06,486842,2,3,249,"2 3","Pro-vaccine","","","",""
NA,NA,480727,15,1027.44918424394,9.54086182895887e-05,0,"1:5:43",4.92e-05,480727,1,5,43,"1 5","Anti-vaccine","","","",""
"individual, non-P.E.",FALSE,501933,2,0,4.17237085214727e-05,0,"2:80:3",9.31e-06,501933,2,80,3,"2 80","Pro-vaccine","","","",""
NA,NA,494375,2,0,2.28005041227224e-05,0,"1:3:303",6.65e-06,494375,1,3,303,"1 3","Anti-vaccine","","","",""
"individual, non-P.E.",FALSE,493525,15,9987.88086122684,7.56341365090809e-05,0,"1:5:42",4.92e-05,493525,1,5,42,"1 5","Anti-vaccine","","","*","*"
NA,NA,487636,13,996.205486537978,8.2415789025604e-05,0,"1:5:52",4.26e-05,487636,1,5,52,"1 5","Anti-vaccine","","","",""
NA,NA,482281,10,22506.0456037371,0.000248409052971337,0,"4:3:1",3.59e-05,482281,4,3,1,"4 3",NA,"","","",""
NA,NA,474938,60,214858.218508026,0.00221672298364037,0,"2:7:1",0.0013098,474938,2,7,1,"2 7","Pro-vaccine","","","",""
NA,NA,474573,6,11.8333333333333,0.000125462428206729,0,"2:7:10",7.18e-05,474573,2,7,10,"2 7","Pro-vaccine","","","",""
NA,NA,477561,4,629.687179054613,6.31243446148743e-05,0,"2:7:26",1.99e-05,477561,2,7,26,"2 7","Pro-vaccine","","","",""
NA,NA,473346,3,0,6.88861740663402e-05,0,"2:7:19",3.46e-05,473346,2,7,19,"2 7","Pro-vaccine","","","",""
NA,NA,496640,7,14243.3265951192,0.000202415699018911,0,"4:2:8",3.86e-05,496640,4,2,8,"4 2",NA,"","","",""
NA,NA,470371,1,0,2.99848936129019e-05,0,"4:2:34",2.66e-06,470371,4,2,34,"4 2",NA,"","","",""
NA,NA,479213,3,14197,0.000114528770289672,0,"2:143:1",9.31e-06,479213,2,143,1,"2 143","Pro-vaccine","","","",""
"individual, non-P.E.",FALSE,481897,2,15627.5572734114,2.67934130858216e-05,0,"2:7:49",5.32e-06,481897,2,7,49,"2 7","Pro-vaccine","","","*",""
NA,NA,469974,1,0,2.76707109620066e-05,0,"2:73:6",2.66e-06,469974,2,73,6,"2 73","Pro-vaccine","","","",""
NA,NA,489452,1,0,2.37360291892616e-05,0,"1:8:117",2.66e-06,489452,1,8,117,"1 8","Anti-vaccine","","","",""
"individual, non-P.E.",FALSE,480234,1,0,0.000129533678756507,0,"89:1",3.99e-06,480234,89,1,NA,"89 1",NA,"","","",""
"non-individual",NA,489562,3,7139.43740899365,6.30184799578384e-05,0,"2:140:1",1.06e-05,489562,2,140,1,"2 140","Pro-vaccine","","","",""
"non-individual",NA,485867,1,0,6.51087785215118e-05,0,"23:1:6",2.66e-06,485867,23,1,6,"23 1",NA,"","","",""
NA,NA,497437,23,23909.1876054037,0.000707243085666259,0,"4:1:4",0.00058376,497437,4,1,4,"4 1",NA,"","","",""
NA,NA,488611,4,19142.1452873285,7.24749281742538e-05,0,"2:7:40",1.06e-05,488611,2,7,40,"2 7","Pro-vaccine","","","",""
NA,NA,492573,30,75699.7539068364,0.000745530873398151,0,"4:2:2",0.000174197,492573,4,2,2,"4 2",NA,"","","",""
NA,NA,482087,1,0,6.12927582632549e-05,0,"4:8:2",3.99e-06,482087,4,8,2,"4 8",NA,"","","",""
NA,NA,498595,3,0,4.00474953359934e-05,0,"4:1:18",1.86e-05,498595,4,1,18,"4 1",NA,"","","",""
